TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,TOTAL DROPPED,AVG GPA
Spring 2021,KIN,3350,4,28226,Psych Aspects Sport Exercise,Gray,Jon Phillip,35,11,1,0,0,0,3.531
Spring 2021,AFSC,3302,1,13678,Air Force Leadership II,Williams,Randi,3,2,0,0,0,0,2.477
Spring 2021,THEA,1331,10,23773,Introduction To Theatre,Hinkel,Heidi Anne,44,8,0,0,0,1,3.414
Spring 2021,PSYC,3301,5,24420,Intro Psych Stats,Alonso,Nicole Ashley,42,23,2,0,0,0,2.667
Spring 2021,POLS,3310,3,16017,Intro to Political Theory,Choi,Naomi,21,12,3,0,0,2,2.93
Spring 2021,HDFS,3350,3,17719,Observation and Assessment,Schroder,Kathleen Anne,21,4,0,0,0,0,3.167
Spring 2021,ANTH,4394,2,27614,Selected Topics in Ant,Zentz,Lauren R,3,3,0,0,0,0,2.067
Spring 2021,PHAR,5228,1,24832,Integrated Men & Women Health,Das,Joydip,44,17,1,0,0,0,3.694
Spring 2021,BIOL,3132,1,18376,Elementary Microbiology Lab,Knapp,Richard D,9,6,1,0,0,1,2.42
Spring 2021,HRMA,6330,1,17939,Statistical Analysis in Hosp.,Shin,Min Jung,10,5,0,0,0,1,2.588
Spring 2021,CHEE,3466,1,13973,Bio & Physical Chemistry,Willson,Richard,22,24,0,0,0,0,2.736
Spring 2021,MATH,1314,3,21594,Calc for Bus/Life Sciences,Tucker,Charles T,0,3,3,0,0,3,0.8
Spring 2021,GEOL,6390,1,28196,3-D Seismic Exploration I,Marfurt,Kurt J,5,4,0,0,0,0,3.372
Spring 2021,PHAR,5269,1,27086,Complex Problems,Fernandez,Julianna M,44,10,1,0,0,0,3.782
Spring 2021,MARK,4338,2,21009,Marketing Research,Wang,Yu,27,11,1,0,0,0,2.858
Spring 2021,HLT,3380,1,21856,Culture and Health,Markowitz,Eliz,36,10,1,0,0,2,3.006
Spring 2021,CHEM,1111,4,14051,Fundamentals of Chm Lab,Zaitsev,Vladimir G,10,3,2,0,0,0,2.7
Spring 2021,PSYC,2350,3,23370,Child Development,Anderson,Jill Annette,17,18,0,0,0,0,2.4
Spring 2021,CHEE,5377,1,27896,Intro To Polymer Science,Robertson,Megan L,7,2,0,0,0,0,3.001
Spring 2021,ARCH,2331,1,24314,Digital Vocabularies,Jackson,Megan H,15,0,1,0,0,2,3.051
Spring 2021,ARLD,6340,1,24890,Law and the Arts,Payne,Brendettae,9,0,0,0,0,0,4
Spring 2021,ART,1360,5,25450,Fundamentals of Sculpture,Nesbit,Tiffany Angel,13,1,0,0,0,0,3.834
Spring 2021,THEA,1331,5,22775,Introduction To Theatre,Young,Courtney Leigh,44,3,0,0,0,0,3.184
Spring 2021,BIOL,1162,11,13859,Intro To Biol Science Lab 2,Medrano,Ana I,13,5,1,0,0,1,3.043
Spring 2021,BIOL,1162,20,13868,Intro To Biol Science Lab 2,Medrano,Ana I,19,0,0,0,0,0,3.153
Spring 2021,PHIL,1361,6,23360,Philosophy and the Arts,Drapela,Nick Gerard,15,13,1,0,0,1,2.196
Spring 2021,MECT,3358,1,15468,Dynamics of Mechanisms,Basaran,Burak,3,3,0,0,0,1,0.808
Spring 2021,LAW,7397,4,29152,Selected Topics,Berman,Emily,6,4,1,0,0,0,3.395
Spring 2021,NUTR,6307,1,23743,Community Nutrition Practice,Haubrick,Kevin,0,0,0,0,0,0,0
Spring 2021,HRMA,6397,4,28072,Selected Topics,McCaslin,Glynn Randle,11,0,0,0,0,0,4
Spring 2021,COMM,4303,2,14351,Communication Law & Ethics,Bundage Juvane,Stephanie,36,5,1,0,0,2,3.397
Spring 2021,PHYS,8698,23,28981,Doctoral Research,Ren,Zhifeng,0,0,0,0,0,0,0
Spring 2021,MECT,4188,1,19153,Ethics in Engineering Tech,Moghaddam,Hassan,7,1,0,0,0,0,2.073
Spring 2021,COSC,4351,1,14367,Fundamentals of Software Engr,Hilford,Victoria,16,6,0,0,0,0,3.43
Spring 2021,ELED,4320,4,23722,Social Studies Ele Sch,Ford,Haley Michelle Grimland,30,4,0,0,0,0,3.676
Spring 2021,WCL,1102,2,21018,Introduction to World Cultures,Centeno,Daniel,16,6,0,0,0,1,2.759
Spring 2021,CIVE,6377,1,29162,Environmental Chemistry,Bireta,Paul,10,2,0,0,0,0,3.861
Spring 2021,PSYC,6337,1,17901,Grant Writing,Neighbors,Clayton T,15,1,0,0,0,0,3.917
Spring 2021,POLS,3358,1,19762,Judicial Behavior,Badas,Alex,4,7,0,0,0,2,1.682
Spring 2021,DAN,4331,1,24978,PR and Marketing - Arts,Valle,Toni Leago,8,1,1,0,0,0,3.766
Spring 2021,POLS,4346,1,27398,Greek Political Thought,Gish,Dustin,10,6,0,0,0,1,3.392
Spring 2021,OPTO,7383,1,15548,Practice Management I,Dempsey,Robert L.,40,44,0,0,0,0,3.22
Spring 2021,ENGI,2304,2,14620,Technical Communications,Wilson,Chad A,8,3,1,0,0,2,3.611
Spring 2021,COSC,1306,3,21029,Computer Science & Program,Rincon Castro,Carlos Alberto,37,17,2,0,0,9,2.191
Spring 2021,MUSI,3216,2,21626,Analysis,Snyder,John L,6,4,1,0,0,1,2.974
Spring 2021,ENRG,4397,4,29010,Sel Topics-Enrgy & Sustainblty,Radhakrishnan,Suryanarayanan,4,2,0,0,0,0,3.612
Spring 2021,PHAR,4221,4,28651,Physiology II,Marwaha,Aditi,10,9,6,1,0,0,3.077
Spring 2021,ENGL,1304,58,28479,First Year Writing II,Presswood,Phillip Hilliard,15,0,0,0,0,0,2.868
Spring 2021,PHYS,1102,5,16175,General Physics Laboratory II,Maric,Sladjana,3,11,2,0,0,0,2.257
Spring 2021,BTEC,3321,30,18711,Good Manufacturing Practices,Pondell,Stephen M,13,21,2,0,0,0,2.435
Spring 2021,LAW,6203,1,23271,Bankruptcy Tax,Asofsky,Paul Herbert,2,3,0,0,0,0,3.334
Spring 2021,COMD,7391,11,14320,Clinic in Speech Lang Disorder,Schaff,Carrie Allyson,2,0,0,0,0,0,4
Spring 2021,PHYS,8398,31,15905,Doctoral Research,Ren,Zhifeng,0,0,0,0,0,0,0
Spring 2021,PHYS,4398,5,15683,Independent Study,Bellwied,Rene,0,0,0,0,0,0,0
Spring 2021,HON,3306,4,27526,Health and Human Rights,Valier,Helen K,20,0,0,0,0,0,3.967
Spring 2021,ARCH,5500,9,18063,Architecture Design Studio IX,Logan,Jason,1,2,1,0,0,0,3.165
Spring 2021,PSYC,6398,5,21931,Independent Studies,Yoshida,Hanako,0,0,0,0,0,0,0
Spring 2021,MUSI,4112,3,31412,Chamber Music - Woodwind,Dinitz,Adam L,3,0,0,0,0,0,4
Spring 2021,GEOL,8698,9,30538,Doctoral Research,Khan,Shuhab D.,0,0,0,0,0,0,0
Spring 2021,MARK,8399,4,25784,Doctoral Dissertation,Patrick-Ralhan,Vanessa M,1,0,0,0,0,0,4
Spring 2021,LAW,5336,1,29371,Public Health Law,Ewer,Michael S,6,6,0,0,0,0,3.18
Spring 2021,ENGI,4198,1,30987,Independent Study,Henderson,Jerrod A,0,0,0,0,0,0,0
Spring 2021,CHEM,8999,7,14227,Doctoral Dissertation,Guloy,Arnold M,0,0,0,0,0,0,0
Spring 2021,INDS,6197,1,24494,Selected Topics,Wells,Adam C,0,2,0,0,0,0,3.165
Spring 2021,MUSA,2300,10,29203,Applied Voice,Averyt,Zachary Benjamin,1,0,0,0,0,0,4
Spring 2021,ACCT,5378,1,20798,Control & Security of Fin Info,Bennett,Michael Lee,1,1,0,0,0,0,3.665
Spring 2021,GEOL,8698,16,30740,Doctoral Research,Brandon,Alan,0,0,0,0,0,0,0
Spring 2021,PHYS,8399,18,15921,Doctoral Dissertation,Hosur,Pavan R,0,0,0,0,0,0,0
Spring 2021,ANTH,4325,1,20146,Data Analysis in Archaeology,Storey,Rebecca,1,0,0,0,0,0,1.835
Spring 2021,MECE,8398,1,30491,Doctoral Research,Prosperetti,Andrea,0,0,0,0,0,0,0
Spring 2021,ARTH,6395,1,29381,Select Topics Theory Criticism,Meza,Abinadi,2,0,0,0,0,0,4
Spring 2021,PHYS,8998,33,29066,Doctoral Research,Kakadiaris,Ioannis A.,0,0,0,0,0,0,0
Spring 2021,MANA,8999,4,31087,Doctoral Dissertation,Keller,Robert T,1,0,0,0,0,0,4
Spring 2021,MUSA,3400,9,29245,Applied Voice,Averyt,Zachary Benjamin,2,0,0,0,0,0,4
Spring 2021,PHLS,8699,2,24211,Doctoral Dissertation,Arbona,Consuelo,1,0,0,0,0,0,1.333
Spring 2021,ECE,6398,18,16722,Research,Mayerich,David Matthew,0,0,0,0,0,0,0
Spring 2021,SPAN,8699,11,24038,Dissertation,De Los Reyes Heredia,Jose Guillermo,0,0,0,0,0,0,0
Spring 2021,MUSA,3438,1,21478,Applied Saxophone,Witt,Woodrow W,3,0,0,0,0,1,3.89
Spring 2021,HIST,8999,8,14841,Doctoral Dissertation,Boyd,Sarah Fishman,0,0,0,0,0,0,0
Spring 2021,PHYS,8698,25,28983,Doctoral Research,Ting,Chin Sen,0,0,0,0,0,0,0
Spring 2021,MUSI,6198,20,30393,Research,Brooks,Wayne A,3,0,0,0,0,0,4
Spring 2021,GERM,6396,1,27146,Sel Topics-German Lit,Glass,Hildegard,1,0,0,0,0,0,4
Spring 2021,MATH,8698,9,20185,Doctoral Research,Ott,William R,0,0,0,0,0,0,0
Spring 2021,ARLD,6691,2,31086,Internship in Arts Organizatn,Luks Jacobs,Joel,0,0,0,0,0,0,0
Spring 2021,PHYS,8399,14,15918,Doctoral Dissertation,Das,Mini,0,0,0,0,0,0,0
Spring 2021,MUSA,8320,1,22734,Doctoral Applied Music,Marmolejo,Noe J,1,0,0,0,0,0,4
Spring 2021,ENGL,8398,2,30464,Graduate English Resrch,Wingard,Jennifer L,0,0,0,0,0,0,0
Spring 2021,ELCS,8195,1,31365,Doctoral Thesis,Kent,Shawn Christopher,0,0,0,0,0,0,0
Spring 2021,PCOL,6371,1,13634,Advanced Pharmacology II,Tejada-Simon,Maria Victoria,4,3,0,0,0,0,3.571
Spring 2021,DAN,4204,1,23622,Jazz Dance III,Chapman,Teresa Lynn,7,2,1,0,0,0,3.213
Spring 2021,MTLS,6111,1,18816,Materials Engineering Seminar,Bao,Jiming,0,0,0,0,0,0,0
Spring 2021,PEP,8350,1,28047,HHP Candidacy Project Research,LaVoy,Emily Claire-Pyle,3,1,0,0,0,0,3.75
Spring 2021,COMM,3315,1,19704,News and Social Media,Young,Jessica Ranea,9,8,0,0,0,0,2.984
Spring 2021,ARCH,2501,7,13754,Architecture Design Studio IV,Wienert,Ross George,1,1,2,0,0,0,2.915
Spring 2021,OPTO,6260,1,15528,Orthokeratology,Leach,Norman E,0,0,0,0,0,0,0
Spring 2021,MUSA,1340,3,29195,Applied Trumpet,Vassallo,Jim Cates,2,0,0,0,0,0,4
Spring 2021,TLIM,3363,4,24371,Technical Communications,Piercy,Penelope Junker,17,10,1,0,0,1,2.057
Spring 2021,TLIM,3340,30,24360,Org Leadership & Supervision,Harlan,Pamela Kay,35,15,0,0,0,0,3.328
Spring 2021,SUBS,6397,1,27690,Selected Topics,Thomas,William J,7,0,0,0,0,0,3.906
Spring 2021,MUSA,1342,1,21444,Applied French Horn,Johnson,Robert,3,2,0,0,0,0,3.6
Spring 2021,CUIN,6317,1,28259,Theories & Research in SLA,Li,Miao,9,0,0,0,0,0,4
Spring 2021,FINA,4330,6,24101,Corporate Finance,Liu,Zesong,18,15,2,0,0,0,2.241
Spring 2021,TLIM,3355,2,24366,Project Management Principles,Moore,George P,10,10,3,0,0,1,2.398
Spring 2021,TLIM,4341,30,24386,Production & Service Operation,Chance,Michael Dean,19,11,3,0,0,1,2.821
Spring 2021,ARCH,4355,1,13766,Houston Architecture,Fox,Stephen,4,1,0,0,0,1,3.8
Spring 2021,ENGL,8398,10,30706,Graduate English Resrch,Tejada,Roberto Jose,0,0,0,0,0,0,0
Spring 2021,MANA,4333,1,29622,Current Issues in Mgmt,Walker,William A,20,3,0,0,0,1,3.167
Spring 2021,INDE,6372,1,21147,Advanced Linear Optimization,Peng PhD,Jiming Ouyang,18,17,0,0,0,2,2.72
Spring 2021,PHLS,6323,2,28601,Psychopathology,Lukingbeal,Patrick Livingston,15,0,0,0,0,0,4
Spring 2021,MUSI,6106,3,21558,Grad Large Ensemble,Krager,Franz A,13,1,0,0,0,0,3.929
Spring 2021,ENGL,1303,7,18695,First Year Writing I,Ely,Blaine,6,4,1,0,0,0,2.017
Spring 2021,COMM,2326,1,24609,Intro to Sports Broadcasting,Trupiano,Jerome,12,1,0,0,0,0,3.923
Spring 2021,BCHS,8398,1,18087,Doctoral Research,Widger,William R,0,0,0,0,0,0,0
Spring 2021,PHLS,8300,1,21121,Advanced Educ/Psy Measurement,Liu,Yu,12,0,0,0,0,0,4
Spring 2021,MUED,3108,1,24950,Piano for Choral Directors,Van Kekerix,Todd Evan,1,2,0,0,0,0,1.287
Spring 2021,SPAN,2301,6,16080,Intermediate Spanish I,Besovic,Helena,8,2,1,0,0,0,1.951
Spring 2021,PHYS,1101,13,18021,General Physics Laboratory I,Wood,Lowell T,2,15,0,0,0,0,2.208
Spring 2021,ASLI,2335,1,18758,Multiculturalism in ASL Interp,Hill,Sharon Grigsby,5,6,2,0,0,0,3.071
Spring 2021,WCL,3376,2,27479,Photo & Visual Stories,Ramirez,Marie Theresa,6,2,0,0,0,0,3.668
Spring 2021,MUSI,1140,1,21517,Orchestra,Krager,Franz A,41,2,0,0,0,0,3.77
Spring 2021,POLS,3313,3,19747,Intro Internatl Relatns,Zwald,Zachary J,18,12,0,0,0,0,2.493
Spring 2021,PSYC,8399,1,16038,Doctoral Dissertation,Sharp,Carla,0,0,0,0,0,0,0
Spring 2021,KIN,4315,2,28243,Motor Learning and Control,Layne,Charles S,9,24,7,0,0,0,2.418
Spring 2021,HRD,6301,1,22465,Leadership Development in HRD,Doss,Tommy,30,2,0,0,0,1,3.706
Spring 2021,HDFS,4325,1,24786,Theory to Prac HDFS,Frankel,Leslie Ann,27,11,1,0,0,0,3.183
Spring 2021,COMD,3383,2,20344,Language Disorders in Children,Ross,Byron L,5,13,0,0,0,0,3.314
Spring 2021,HRMA,3358,2,22622,Hospitality Industry Law,Abbott,Jeanna L,27,10,1,0,0,0,2.83
Spring 2021,OPTO,6174,1,15522,Contact Lens Lab,Giannoni,Amber Gaume,23,3,0,0,0,0,3.885
Spring 2021,POLS,3358,2,27522,Judicial Behavior,Badas,Alex,2,3,1,0,0,3,2.111
Spring 2021,MSCI,4320,2,15482,Company Grade Leadership,Ta,Hung,7,2,0,0,0,0,3.334
Spring 2021,MUSI,6397,10,29170,Selected Topics-Music,Murphy,Nancy Elizabeth,8,0,0,0,0,0,3.794
Spring 2021,CIVE,5388,1,23684,Hazardous Waste Processes,Rixey,William G,2,2,0,0,0,0,2.223
Spring 2021,PSYC,7397,2,28263,Selected Topics in Psychology,Vujanovic,Anka Anna,0,0,0,0,0,0,0
Spring 2021,INDE,2333,2,17881,Egr Statistics I,Feng,Qianmei,20,11,0,0,0,2,1.133
Spring 2021,CNST,3331,1,20493,Constructn Plan and Scheduling,Weintraub,Marvin Stanley,61,33,0,0,0,0,3.118
Spring 2021,CUIN,3317,1,19025,Kindergarten/Elem Curr & Instr,Edgar,Teresa A,31,6,1,0,0,0,3.542
Spring 2021,ART,4375,2,28582,Sr Photo/Digital Media Maj II,Montoya,Delilah,11,0,0,0,0,0,4
Spring 2021,INDS,3397,2,25489,Selected Topics,Vos,Gordon A,23,3,0,0,0,0,3.692
Spring 2021,CHEE,8399,4,14013,Doctoral Dissertation,Conrad,Jacinta C,0,0,0,0,0,0,0
Spring 2021,CHEM,1332,5,24284,Fundamentals of Chemistry,Czernuszewicz,Roman S,8,26,4,0,0,31,0.525
Spring 2021,ENGL,1304,20,28456,First Year Writing II,Kennedy,Daniel Peter,7,3,0,0,0,0,1.93
Spring 2021,HIST,3358,1,28829,Germany Since 1918,Decker,Hannah S,8,10,1,0,0,1,2.797
Spring 2021,HIST,3394,2,28356,Sel Tops-Us History,Clavin,Matthew J,5,13,1,0,0,2,2.271
Spring 2021,CUIN,3350,2,17665,Knowing/Learning Science-Math,Segura,Perri F,16,2,0,0,0,0,3.255
Spring 2021,PHYS,4345,1,28127,PHYS for Pre-Service Teachers,Manuel,Mariam A,12,1,0,0,0,0,3.923
Spring 2021,PHYS,3327,1,17678,Thermal Physics,Chen,Shuo,6,3,0,0,0,1,1.902
Spring 2021,THEA,7302,1,21316,Graduate Acting II,Young,John M,2,5,0,0,0,1,3.333
Spring 2021,BCHS,3201,2,13787,Biochemistry I Laboratory,Pattison,Donna,17,6,0,0,0,0,3.611
Spring 2021,POLS,3311,3,22528,Intro Compar Politics,Vallejo Vera,Sebastian,8,8,3,0,0,2,1.484
Spring 2021,HDCS,3376,2,22452,Resources in Technology Entrep,Palmer,Kristin B,3,28,7,0,0,3,1.714
Spring 2021,PHYS,1101,15,18373,General Physics Laboratory I,Wood,Lowell T,2,12,0,0,0,0,1.999
Spring 2021,ACCT,2302,6,13645,Prin of Managerial Accounting,Seltz,Joe D,22,30,1,0,0,2,2.263
Spring 2021,ELED,4310,4,23724,Reading/Language in Elementary,Tyson,Eleanore S,25,5,0,0,0,0,3.8
Spring 2021,INDE,4364,1,24401,Big Data and Analytics,Lin PhD,Ying,8,3,0,0,0,0,3.389
Spring 2021,MUSA,2322,3,29223,Applied Viola,LeFevre,Suzanne,2,0,0,0,0,0,4
Spring 2021,ECE,8398,8,16938,Doctoral Research,Chen,Jiefu,0,0,0,0,0,0,0
Spring 2021,ENTR,4397,1,29063,Sel Topics in Entrepreneurship,BISESTI,HEATHER,4,0,0,0,0,0,4
Spring 2021,PHAR,4200,3,28641,Immunology I,Knoll,Brian J,3,22,10,0,0,0,2.8
Spring 2021,MATH,3363,1,18616,Introduction To Pde,Glowinski,Roland,7,33,1,0,0,2,2.423
Spring 2021,GEOL,8998,7,30304,Doctoral Research,Casey,John F,0,0,0,0,0,0,0
Spring 2021,GEOL,8698,10,30554,Doctoral Research,Stewart,Robert R,0,0,0,0,0,0,0
Spring 2021,HON,4399,5,24095,Senior Honors Thesis,Rayneard,Max James Anthony,1,0,0,0,0,0,4
Spring 2021,THEA,6294,3,21299,Design and Production Studio,Niederer,Barbara,3,0,0,0,0,0,4
Spring 2021,OPTO,5172,1,15503,Clinic Practicum II,Berntsen,David A,4,17,0,0,0,0,2.913
Spring 2021,PCEU,8399,2,30607,Doctoral Dissertation,Chow,Diana Shu-Lian,0,0,0,0,0,0,0
Spring 2021,CIVE,8398,4,16436,Doctoral Research,Vipulanandan,Cumaraswamy,0,0,0,0,0,0,0
Spring 2021,ECE,8398,14,16944,Doctoral Research,Han,Zhu,0,0,0,0,0,0,0
Spring 2021,COSC,8398,124,25085,Doctoral Research,Shah,Shishir,0,0,0,0,0,0,0
Spring 2021,MUSI,4102,2,29526,Acting for Opera,Ross,Arnold C,0,1,0,0,0,0,1.5
Spring 2021,DIGM,3152,32,21152,Graphic Comm Output Lab,Dawson,Michael John,6,0,0,0,0,0,4
Spring 2021,POLS,4391,1,21181,Internships in Intl Affairs,Zwald,Zachary J,4,0,0,0,0,0,4
Spring 2021,PSYC,4399,2,21922,Senior Honors Thesis,Sharp,Carla,2,0,0,0,0,0,4
Spring 2021,PHCA,7307,2,29616,Methods & Research Design,Essien,Ekere James,4,0,0,0,0,0,4
Spring 2021,ENGL,7699,3,21756,Thesis,Boswell,Robert L,2,0,0,0,0,0,4
Spring 2021,PSYC,6365,3,23795,Dir Rsch in Dev Cog Beh Neuro,Yoshida,Hanako,0,0,0,0,0,0,0
Spring 2021,ANTH,6395,2,27625,Selected Topics in Ant,Bytheway,Joan A,2,0,0,0,0,0,3.67
Spring 2021,CIVE,8498,5,16449,Doctoral Research,Wang,Keh-Han,0,0,0,0,0,0,0
Spring 2021,ENGL,8341,1,27962,Shakes Coms and Hists,Ferguson,Jamie H,5,1,0,0,0,0,3.888
Spring 2021,ECE,8398,2,16932,Doctoral Research,Shireen,Wajiha,0,0,0,0,0,0,0
Spring 2021,PHOP,7399,9,20660,Masters Thesis,Rump,Rachel,1,0,0,0,0,0,4
Spring 2021,PHIL,6398,3,31434,Special Problems,Weisberg,Joshua,1,0,0,0,0,0,4
Spring 2021,ECE,8498,8,16974,Doctoral Research,Chen,Jinghong,0,0,0,0,0,0,0
Spring 2021,PSYC,6393,8,25805,Clinical Research Practicum,Medina PhD,Luis Daniel,0,0,0,0,0,0,0
Spring 2021,HON,4397,2,27530,Honors Selected Topics,Erwing,Douglas A,2,0,0,0,0,0,4
Spring 2021,BCHS,6698,2,30796,Special Problems,Schwartz,Robert J,0,0,0,0,0,0,0
Spring 2021,PETR,6320,1,27505,Enhanced Oil Recovery Proc I,Dindoruk,Birol,3,3,0,0,0,0,3.047
Spring 2021,PHOP,6157,10,30532,Research Practicum B,Twa,Michael D,1,0,0,0,0,0,4
Spring 2021,CHEM,3396,1,14116,Senior Research Project,Teets,Thomas,0,0,0,0,0,1,0
Spring 2021,POLS,8999,20,23009,Doctoral Dissertation,Bailey,Jeremy D,1,0,0,0,0,0,4
Spring 2021,CHEE,8298,3,16590,Doctoral Research,Cirino,Patrick C,0,0,0,0,0,0,0
Spring 2021,PHCA,7299,4,29678,Master Thesis,Varkey,Divya A,0,0,0,0,0,0,0
Spring 2021,ELCS,8695,2,27612,Doctoral Thesis,Davis,Bradley,0,0,0,0,0,0,0
Spring 2021,PHOP,6257,13,23877,Research Practicum B,Cheng,Han,0,0,0,0,0,0,0
Spring 2021,PSYC,6393,6,24129,Clinical Research Practicum,Vujanovic,Anka Anna,2,0,0,0,0,0,4
Spring 2021,PHAR,5269,3,28689,Complex Problems,Fernandez,Julianna M,1,1,0,0,0,0,3.5
Spring 2021,BCHS,6698,7,31507,Special Problems,Lekven,Arne,0,0,0,0,0,0,0
Spring 2021,HON,3399,2,21662,Senior Honors Thesis,Al-Sowayel,Dina,0,0,0,0,0,0,0
Spring 2021,MANA,8399,1,15040,Doctoral Dissertation,Miller,Carl Chet,0,0,0,0,0,0,0
Spring 2021,FORE,6311,1,19807,Introduction to Foresight,Woodgate,Derek,18,4,0,0,0,0,3.268
Spring 2021,CIVE,2330,2,23705,Mechanics I (Statics),Nakshatrala,Kalyana,5,14,3,0,0,1,1.055
Spring 2021,ART,1330,5,29983,Fundamentals of Graphic Design,Williams,Celeste,8,2,0,0,0,0,3.668
Spring 2021,PUBL,6311,2,27191,Public Admin and Policy Impl,Thurmond,James H,8,0,0,0,0,1,2.584
Spring 2021,ECE,2100,3,19173,Circuit Analysis Laboratory,Trombetta,Leonard P,14,1,0,0,0,0,3.223
Spring 2021,CHEM,3131,2,18754,Problem Solving in Org Chem I,Lee,T Randall,0,0,0,0,0,4,0
Spring 2021,EDUC,4325,1,14590,Student Teaching 4-8 2Nd 7 Wks,Culpepper,Shea Mosley,34,0,0,0,0,0,3.951
Spring 2021,ENGL,1303,13,19228,First Year Writing I,Wagner-ODaniel,Grace FM,2,4,2,0,0,2,1.297
Spring 2021,PSYC,7398,2,30819,Statistics in PSYC Practicum,Gallagher,Matthew Ward,3,0,0,0,0,0,4
Spring 2021,HON,2101,38,27994,The Human Situation:Modernity,Gish,Dustin,11,3,0,0,0,0,3.423
Spring 2021,ENGL,1304,113,19243,First Year Writing II,Anderson,Claire F,14,2,0,0,0,0,3.228
Spring 2021,THEA,2335,3,28375,Scenic Technology,Schreier,Mary Carol,4,2,0,0,0,0,3.667
Spring 2021,CHEE,6360,1,22601,Biomolecular Engr Fundamentals,Varadarajan,Navin,12,0,0,0,0,0,2.876
Spring 2021,OPTO,6151,2,15519,Pediatric Optometry I Lab,Ho,Hong Dieu,24,2,0,0,0,0,3.872
Spring 2021,COMM,3376,1,28411,Media Effects,Hellmueller,Lea C,16,4,1,0,0,0,3.195
Spring 2021,MUSI,1300,1,21908,Fundamentals of Music,Koozin,Timothy,10,7,0,0,0,1,2.667
Spring 2021,THEA,7252,1,21314,Graduate Speech II,Johnson,James B,5,2,0,0,0,1,3.667
Spring 2021,MANA,7354,1,29598,Cultrl Issues in Global Mgt,Sebastijanovic,Marina,7,0,0,0,0,0,3.811
Spring 2021,MUSI,2171,1,21538,Aural Skills IV,Snyder,John L,6,2,0,0,0,0,1.834
Spring 2021,BTEC,6396,1,30333,Masters Project in BTEC,Balan,Venkatesh,1,0,0,0,0,0,4
Spring 2021,POLC,6320,1,24344,Pol Analysis II: Pol Analysis,Pinto,Pablo M,5,3,0,0,0,0,2.546
Spring 2021,MATH,1432,41,27714,Calculus II,West,James David,14,18,3,0,0,16,0.765
Spring 2021,LAW,6364,2,29661,Contract Drafting,Toedt III,Dell Charles,5,11,0,0,0,0,3.395
Spring 2021,GEOL,1370,1,23294,Natural Disasters,Hauptvogel,Daniel William,288,97,8,0,0,3,2.941
Spring 2021,COSC,4359,1,17892,Intermediate Game Development,Yun,Changhoon,13,0,0,0,0,0,4
Spring 2021,ECON,2370,1,23237,Intro to Econ Data Analysis,Melendez Lugo,Joel,14,11,0,0,0,3,1.887
Spring 2021,BIOL,3132,2,18377,Elementary Microbiology Lab,Knapp,Richard D,11,5,1,0,0,0,2.552
Spring 2021,CIS,2334,2,18345,Information Systems Applicatns,Velusamy,Gandhimathi,34,8,1,0,0,1,3.389
Spring 2021,NUTR,3101,1,16196,Dietetics As a Profession,Scott,Claudia W,35,4,1,0,0,1,3.47
Spring 2021,SAER,8320,1,20260,Ethnog Mthds Educ,Zou,Yali,13,0,0,0,0,0,4
Spring 2021,PHYS,1101,13,18021,General Physics Laboratory I,Maric,Sladjana,2,15,0,0,0,0,2.208
Spring 2021,KIN,1304,9,28210,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,79,9,1,0,0,0,3.508
Spring 2021,BUSI,4350,4,28190,Business Law and Ethics,Williams,John M,29,4,1,0,0,0,3.333
Spring 2021,ARCH,5500,19,24985,Architecture Design Studio IX,Handanovic,Dijana,8,8,0,0,0,0,3.5
Spring 2021,GEOL,1150,2,23291,Introductn to Meteorology Lab,Jiang,Xun,9,7,1,0,0,1,2.522
Spring 2021,MECE,3363,1,19910,Intro To Fluid Mechanics,Metcalfe,Ralph W,24,15,0,0,0,0,2.605
Spring 2021,BIOE,4397,2,29145,Selected Topics,Romero Ortega,Mario Ignacio,9,4,0,0,0,0,2.785
Spring 2021,ANTH,6311,1,27406,Issues/Debates Cultural Theory,Rasmussen,Susan J,4,0,0,0,0,0,3.918
Spring 2021,ART,4335,1,21399,Senior Graphic Design Major II,McGettigan,Fiona,12,2,0,0,0,0,3.834
Spring 2021,CUIN,4361,3,24143,Second Language Methodology,Lee,Grace,38,1,0,0,0,0,3.751
Spring 2021,HIST,3367,1,18707,Japan Since 1600,Cong,Xiaoping,5,3,1,0,0,1,1.938
Spring 2021,SPAN,3302,2,16088,Adv Span for Non-Heritage,Zubiate,Maria Laura,6,1,0,0,0,2,3
Spring 2021,MECE,2361,3,29855,Intro Mechanical Design,Hammami,Farah,3,8,2,0,0,0,1.863
Spring 2021,CHEE,8598,10,16653,Doctoral Research,Krishnamoorti,Ramanan,0,0,0,0,0,0,0
Spring 2021,PHYS,8998,1,28849,Doctoral Research,Cardoso Barato,Andre,0,0,0,0,0,0,0
Spring 2021,NUTR,6306,1,23681,Stats for Healthcare Prof,Haubrick,Kevin,8,7,0,0,0,0,3.079
Spring 2021,OPTO,6333,1,15531,Ocular Pharm and Therapeutics,Marrelli,Danica J,11,48,1,0,1,0,1.906
