TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,TOTAL DROPPED,AVG GPA
Spring 2021,CHEM,3221,7,14092,Fund of Organic Chem. Lab I,Bean,Mary B,8,13,0,0,0,0,2.931
Spring 2021,BIOE,6309,1,23471,Neural Interfaces,Abidian,Mohammad Reza,17,1,0,0,0,0,3.834
Spring 2021,BIOL,1162,24,18394,Intro To Biol Science Lab 2,Medrano,Ana I,14,7,0,0,0,1,3.305
Spring 2021,PHLS,6335,4,28393,Intro To Grp Couns Thry,Whitaker,Rachael Gwin,8,0,0,0,0,0,4
Spring 2021,TLIM,3330,31,27946,Innovation Principles,Mehring,Brian George,1,3,1,0,0,3,0.746
Spring 2021,NUTR,2332,4,24192,Intro To Human Nutrition,Alastuey,Lisa L,53,21,2,0,0,3,2.894
Spring 2021,ACCT,2301,1,13638,Prin of Financial Accounting,Goble,Samuel,8,14,5,0,0,3,1.812
Spring 2021,POLS,1336,2,16014,US and Texas Const/Politics,Cole,Jeffrey Bryan,17,4,2,0,0,0,2.202
Spring 2021,MECE,6397,3,27675,Selected Topics,Wang,Su Su,2,2,0,0,0,0,3.335
Spring 2021,ARCH,1501,11,13739,Arc/Int Arc Design Studio II,Robbins,Joshua Daniel,4,10,1,0,0,2,2.648
Spring 2021,LAW,5127,1,19080,Advocates-Newhouse Med. Retro,Lawrence,Jim E,0,0,0,0,0,0,0
Spring 2021,PHYS,1102,12,19892,General Physics Laboratory II,Maric,Sladjana,5,7,3,0,0,0,2.043
Spring 2021,PHYS,1102,22,24954,General Physics Laboratory II,Wood,Lowell T,2,7,0,0,0,0,1.629
Spring 2021,LAW,6223,1,19712,Drafng & Negotng Int'l Oil Gas,Nadorff,Norman J,7,13,2,0,0,0,3.227
Spring 2021,OPTO,7162,2,15541,Vision Rehabilitative Lab,Modi,Swati,0,0,0,0,0,0,0
Spring 2021,PHIL,3395,1,27426,Selected Topics in Phil,Sommers,Tamler S,11,7,0,0,0,2,2.626
Spring 2021,SPAN,3339,1,18713,Span for Global Professions,Zubiate,Maria Laura,13,2,0,0,0,0,3.522
Spring 2021,PETR,6351,1,23423,Intro to Petroleum Engineering,Farouq-Ali,Syed,6,1,0,0,0,1,2.667
Spring 2021,DIGM,3152,34,22839,Graphic Comm Output Lab,Dawson,Michael John,6,0,0,0,0,0,3.429
Spring 2021,MECT,3155,1,15460,Strength Materials Lab,Basaran,Burak,3,4,0,0,0,0,1.315
Spring 2021,CIS,3347,2,25589,IS Infrastructure and Networks,Martinez,Jose C,3,16,3,0,0,0,1.327
Spring 2021,ECE,8298,8,16899,Doctoral Research,Yao,Yan,0,0,0,0,0,0,0
Spring 2021,GEOL,6395,1,28846,Petroleum Seismology,Zhou,Hua-Wei,6,3,0,0,0,0,3.667
Spring 2021,ELED,3320,3,23026,Survey Literature Child Adol,Wallis,Judith Mayne,24,4,0,0,0,0,3.578
Spring 2021,HON,3306,1,23530,Health and Human Rights,Valier,Helen K,5,1,0,0,0,0,3.286
Spring 2021,COMM,1301,5,28533,Media and Society,Williams,Alexandria Simone,19,4,1,0,0,1,3.654
Spring 2021,CUIN,7366,1,28157,Sci instruct in Middle Grades,Wong,Sissy S,6,0,0,0,0,0,4
Spring 2021,PSYC,6352,5,30167,Directed Rsch in I/O Psyc,Eisenberger,Robert W,4,0,0,0,0,0,4
Spring 2021,SOCW,7397,10,30644,Selected Topics in Social Work,Dettlaff,Alan J,1,0,0,0,0,0,4
Spring 2021,DIGM,4382,30,24281,Simulation and Gaming,Snyder,Karen Yvonne,6,4,0,0,0,0,2.89
Spring 2021,NUTR,6312,1,25476,Capstone II,Haubrick,Kevin,3,3,0,0,0,0,3.335
Spring 2021,CHEE,4398,1,31244,Independent Study,Balakotaiah,Vemuri,1,0,0,0,0,0,4
Spring 2021,THEA,6315,2,28940,Fabric Dyeing and Painting,Willson,Paige A,2,0,0,0,0,0,4
Spring 2021,PHOP,6257,18,25446,Research Practicum B,Harrison,Wendy W,2,0,0,0,0,0,4
Spring 2021,HRMA,6398,2,31076,Special Problems,Back,KiJoon,1,0,0,0,0,0,4
Spring 2021,ENTR,7393,1,21008,RED Labs Pre-accelerator,Wilbur,Stephen,2,0,0,0,0,0,4
Spring 2021,ECE,5380,1,23551,Pwr Electrncs & Electrc Drives,Krishnamoorthy,Harish Sarma,4,2,0,0,0,0,3.612
Spring 2021,HRMA,4397,3,28055,Selected Topics Hosp Mgt,Back,KiJoon,1,0,0,0,0,0,1.835
Spring 2021,MUSA,6212,1,31153,Applied Organ,Robinson,Daryl Allen,1,0,0,0,0,0,4
Spring 2021,CUIN,8398,4,17475,Independent Study,White,Cameron Scott,3,0,0,0,0,0,4
Spring 2021,CUIN,6304,1,20640,Tch English/Mid&Sec Sch,Ortiz,Liz,1,0,0,0,0,0,4
Spring 2021,BIOE,3140,1,20510,Quantitative Physiology Lab,Roh,Jinsook,4,0,0,0,0,0,3.918
Spring 2021,LAW,5106,1,14973,Interscholastic Moot Court,Lawrence,Jim E,0,0,0,0,0,0,0
Spring 2021,PHYS,3399,3,18583,Senior Honors Thesis,Bering,Edgar A,3,0,0,0,0,0,4
Spring 2021,PHYS,8698,26,28984,Doctoral Research,Varghese,Oomman K,0,0,0,0,0,0,0
Spring 2021,ENGL,7699,5,21787,Thesis,Nelson,Antonya,0,0,0,0,0,0,0
Spring 2021,MUSI,6104,3,29051,New Music Ensemble,Smith,Robert Thomas,3,0,0,0,0,0,4
Spring 2021,ANTH,6399,7,13720,Masters Thesis,Rasmussen,Susan J,2,0,0,0,0,0,4
Spring 2021,PEP,7393,1,21177,Internship & Practicum,Walsh,David W,1,1,0,0,0,0,3.335
Spring 2021,BIOL,8999,13,31267,Doctoral Dissertation,Azevedo,Ricardo,0,0,0,0,0,0,0
Spring 2021,HON,3361,1,18433,Global Engagement and Research,Miljanic,Andra Olivia,3,0,0,0,0,0,3.89
Spring 2021,PETR,8298,5,21087,Doctoral Research,Ehlig-Economides,Christine A.,0,0,0,0,0,0,0
Spring 2021,GEOL,8398,7,30573,Doctoral Research,Beverly,Emily Jane,0,0,0,0,0,0,0
Spring 2021,PHLS,8193,1,22710,Internship in Psychology,Margulis,Milena A,0,0,0,0,0,0,0
Spring 2021,CIVE,8198,3,16379,Doctoral Research,Rifai,Hanadi S,0,0,0,0,0,0,0
Spring 2021,PHYS,8698,24,28982,Doctoral Research,Renshaw,Andrew,0,0,0,0,0,0,0
Spring 2021,ECE,7399,4,14434,Masters Thesis,Becker,Aaron T,1,0,0,0,0,0,4
Spring 2021,FINA,8699,2,14709,Doctoral Dissertation,Jacobs,Kris,1,0,0,0,0,0,4
Spring 2021,TECH,3365,1,16142,Appl of Discrete Mthds in Tech,Telles,John E,11,5,0,0,0,1,2.185
Spring 2021,ECE,8398,7,16937,Doctoral Research,Chen,Ji,0,0,0,0,0,0,0
Spring 2021,CHEM,1112,32,19856,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,6,0,0,0,3,1.854
Spring 2021,MECE,6367,2,29799,Control System Analysis and De,Song,Gangbing,6,4,0,0,0,0,2.501
Spring 2021,ARCH,3397,11,27240,Selected Topics,Smith,Joshua S,5,1,0,0,0,1,3.668
Spring 2021,HRMA,3335,1,24796,Alcoholic Beverage Production,Corsi,Aaron James,25,22,0,0,0,0,3.3
Spring 2021,SPAN,3307,2,18227,Public Speaking in Spanish,Quintanilla,Guadalupe C,19,0,1,0,0,2,3.62
Spring 2021,MATH,6397,2,27452,Selected Topics in Math,Olshanskiy,Maxim Alexandrovich,11,3,0,0,0,0,3.739
Spring 2021,MARK,   6A98,1,31510,Research,Ahearne,Michael,1,0,0,0,0,0,4
Spring 2021,MATH,3336,2,15102,Discrete Mathematics,Walker,Philip William,7,9,0,0,0,3,1.196
Spring 2021,ELET,2105,1,14592,Semicond. Device & Circuit Lab,Talusani,Pratap Reddy,24,1,0,0,0,0,3.311
Spring 2021,MUSI,1311,4,21532,Theory II,Koozin,Timothy,6,5,2,0,0,0,2.729
Spring 2021,TLIM,4350,30,24393,Occup Safety & Envir Health,Freedkin,Aaron Samuel,23,13,0,0,0,1,3.342
Spring 2021,FINA,3332,1,14694,Prin of Financial Management,Issakhan,Anthony,16,20,9,0,0,12,1.243
Spring 2021,ELET,4309,1,20495,Object-Oriented Applicatn Prog,Attarzadeh,Farrokh,11,9,0,0,0,2,2.774
Spring 2021,ASLI,4335,1,19095,Advanced ASL Interpreting,Gietz,Merrilee Ruth,9,2,0,0,0,0,3.608
Spring 2021,CUIN,4332,5,23329,Literacy Assess Rdg Writing,Reis,Nancy,30,1,1,0,0,0,3.917
Spring 2021,ENGL,1304,51,28473,First Year Writing II,Jones,Philip R,4,2,1,0,0,3,1.043
Spring 2021,MATH,6381,1,25006,Information Visualization,Shastri,Dvijesh J,11,13,0,0,0,0,2.324
Spring 2021,FREN,1501,5,17797,Elementary French I,Gnanwo Hounfodji,Raymond,2,12,1,0,0,2,1.971
Spring 2021,ELED,4314,4,19718,Mathematics in Elem School I,Cutler,Carrie Sybil,27,0,1,0,0,0,3.759
Spring 2021,PHCA,6198,1,31514,SP- Outcomes Research,Varkey,Divya A,1,0,0,0,0,0,4
Spring 2021,BIOL,4309,1,17891,Mathematical Biology,Winkle,James J,5,2,0,0,0,0,3.168
Spring 2021,COMD,3371,1,20343,Speech Devel & Dis in Children,Dunkelberger,Martha J,47,7,0,0,0,1,3.714
Spring 2021,ELET,2103,2,20406,Digital Systems Laboratory,Gallardo,Victor Jaime,2,3,0,0,0,0,3.202
Spring 2021,CHEM,1112,66,25728,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,7,0,0,0,1,2.704
Spring 2021,PSYC,4397,1,27786,Selected Topics in Psychology,Medina PhD,Luis Daniel,8,6,0,0,0,0,3.377
Spring 2021,ELED,4311,1,23403,Science in Elementary School I,Domjan,Heather N.,25,3,0,0,0,0,3.417
Spring 2021,GEOL,3340,1,16348,Geologic Field Methods,Wu,Jonathan En Lin,9,10,2,0,0,0,2.121
Spring 2021,MANA,4358,1,28097,Compensation and Benefits,Martocchio,Joseph John,38,7,0,0,0,0,3.414
Spring 2021,HIST,2363,3,28927,Study of Modern Civilizations,Yuksel,Emire Cihan,13,3,1,0,0,2,2.667
Spring 2021,CUIN,3351,3,28292,Class Interact Science-Math,Ekeoba,Jacqueline Njideka,5,3,0,0,0,1,3.625
Spring 2021,CHEM,4270,6,27632,Physical Chemistry Lab I,Czader,Arkadiusz,2,1,1,0,0,1,1.543
Spring 2021,HIST,4303,1,29801,Women in Civil Rights Movement,Reed,Linda,11,5,1,0,0,0,3.352
Spring 2021,ECE,8198,4,16857,Doctoral Research,Chen,Jiefu,0,0,0,0,0,0,0
Spring 2021,DAN,2204,2,28946,Ballet II Part II,Ozsoy,Firat Kazbek,8,1,2,0,0,0,3.305
Spring 2021,DAN,2306,1,21285,Dance Composition II,Stokes,Karen E,11,1,0,0,0,0,3.917
Spring 2021,MANA,4350,2,28088,International Management,Celly,Nikhil,46,2,0,0,0,0,3.714
Spring 2021,LAW,5400,1,14996,Govt Nonprofit Extshp I,Powers,William,0,0,0,0,0,0,0
Spring 2021,ELED,4315,3,19788,Mathematics in Elem School II,Cutler,Carrie Sybil,23,3,0,0,0,0,3.872
Spring 2021,BIOL,1162,3,13851,Intro To Biol Science Lab 2,Medrano,Ana I,14,3,0,0,0,1,3.111
Spring 2021,MANA,6383,1,27400,Strategic Managment,Vera,Dusya M,17,0,0,0,0,0,4
Spring 2021,BZAN,6354,1,24860,DB Mgmt Infrstrctr & Architec,Grimes,George M,21,8,0,0,0,0,3.484
Spring 2021,COMM,3360,3,23095,Strategic Comm. Principles,Ashley,Laura B,19,7,1,0,0,1,3.402
Spring 2021,KIN,3305,7,30299,Sport Sociology,Ogunrinde,Joyce,5,11,2,0,0,0,1.933
Spring 2021,ECON,8399,4,14580,Doctoral Dissertation,Craig,Steven G,0,0,0,0,0,0,0
Spring 2021,ART,3301,1,22843,Life Drawing,Barbee,Robert N,16,2,0,0,0,0,3.528
Spring 2021,FINA,4382,1,28164,Developing R E Project,Williams,Junious E,19,4,0,0,0,0,2.933
Spring 2021,ELCS,8695,4,27615,Doctoral Thesis,Johnson PhD,Detra DeVerne,0,0,0,0,0,0,0
Spring 2021,PSYC,3301,4,19070,Intro Psych Stats,Lewis,Blaine A,24,28,4,0,0,3,2.456
Spring 2021,PHAR,5181,1,15563,Clinical Seminar,Ordonez,Nancy D,0,0,0,0,0,0,0
Spring 2021,INDE,6363,1,19694,Statistical Process Control,Keedy,Elias,17,8,0,0,0,0,3.161
Spring 2021,ENGL,1304,17,22645,First Year Writing II,Hunt,Daniel J,11,5,1,0,0,0,2.984
Spring 2021,ECON,3370,1,14573,Introduction To Econometrics,Zhivan,Natalia A.,10,8,1,0,0,2,1.642
Spring 2021,GEOL,1102,5,25356,Intro to Climate Change Lab,Wang,Yuxuan,9,2,1,0,0,1,3.258
Spring 2021,ECON,4395,1,27197,Topics - Applied Econometrics,Szabo,Andrea,19,4,3,0,0,0,2.456
Spring 2021,FINA,4357,1,18677,Commercial Liability,Kapatos,Nick Gus,8,7,0,0,0,1,2.703
Spring 2021,DAN,2307,1,21244,Introduction to Dance,Bobet,Jacqueline A,23,7,1,0,0,1,2.148
Spring 2021,MARK,4376,2,15059,Sales CRM,Herman,Carl,23,2,0,0,0,0,3.757
Spring 2021,FINA,4325,2,29441,Retirement and Estate Planning,Lopez,John C,3,4,2,0,0,0,2.047
Spring 2021,MANA,7332,1,19122,Effective Negotiating,Miller,Carl Chet,19,12,0,0,0,0,2.709
Spring 2021,ILAS,2350,1,18692,Knowledge and Methods,Oliva,Luca,24,4,0,0,0,1,1.994
Spring 2021,CNST,6360,2,17710,Computer Applications in CM,Song,Lingguang,6,1,0,0,0,1,3.334
Spring 2021,ACCT,5331,1,17931,Federal Income Tax-Individual,Fernandez,Ramon,3,5,0,0,0,2,2.485
Spring 2021,LAW,5197,1,29108,Selected Topics,Duncan,Meredith J,0,0,0,0,0,0,0
Spring 2021,OPTO,6335,1,15532,Ocular Pathology II,Piccolo,Marcus G,25,52,0,3,0,0,2.616
Spring 2021,CIS,2336,5,31139,Internet Application Developmt,Viseh,Mehran,15,3,0,0,0,1,1.769
Spring 2021,ART,1301,1,21334,Fundamentls of Drawing,Jager Lopezllera,Valentina Kathe,15,2,0,0,0,1,3.439
Spring 2021,HRD,4396,2,31393,Internship in HRD,Owens-Shepard,Toya,12,7,2,0,0,1,3.348
Spring 2021,PHYS,1101,11,16166,General Physics Laboratory I,Maric,Sladjana,5,6,3,0,0,0,1.833
Spring 2021,CIS,3365,6,28425,Database Management,Wu,Xuqing,8,18,1,0,0,0,2.233
Spring 2021,RELS,1301,4,27602,Intro To Religious Studies,Dean,Dorothy Chappell,28,6,2,0,0,1,2.694
Spring 2021,ANTH,6363,1,27334,"Race, Racialization",De Genova,Nicholas Paul,4,2,0,0,0,0,3.612
Spring 2021,HON,2101,14,14862,The Human Situation:Modernity,Ferguson,Jamie H,5,2,0,0,0,0,3.126
Spring 2021,DAN,4110,2,28966,Dance Ensemble,Beasant III III,John J,5,0,0,0,0,0,4
Spring 2021,WCL,2351,3,24329,World Cultures Thru Lit & Arts,Zaretsky,Robert D,4,0,0,0,0,1,1.876
Spring 2021,HON,3301,1,18727,Readings in Medicine & Society,Brown,Erika J,23,0,0,0,0,1,3.971
Spring 2021,HON,3350,1,27312,Principles of Data and Society,Price,Daniel M,2,1,0,0,0,0,3.777
Spring 2021,ENTR,4397,1,29063,Sel Topics in Entrepreneurship,McCormick,Kelly,4,0,0,0,0,0,4
Spring 2021,THEA,1339,1,21261,Acting II,Ferrarone,Jessica,10,1,0,0,0,0,3.232
Spring 2021,SCM,4367,2,19924,Process and Quality Management,Miller,Bradley D,22,25,4,0,0,1,1.903
Spring 2021,ECE,6327,1,23536,Smart Grid Systems,Li,Xingpeng,11,2,0,0,0,0,3.001
Spring 2021,COMD,5241,1,20345,Applied Prof Ethics-SLPA,Ermgodts,Katherine Natalie,13,1,0,0,0,0,3.952
Spring 2021,LAW,6369,3,29689,Legal Analysis and Writing,Keneally,Jessica,0,0,0,0,0,0,0
Spring 2021,ELCS,8399,4,27682,Doctoral Dissertation,Zou,Yali,0,0,0,0,0,0,0
Spring 2021,CHEM,8999,2,14222,Doctoral Dissertation,Teets,Thomas,0,0,0,0,0,0,0
Spring 2021,CHEM,1111,26,20569,Fundamentals of Chm Lab,Zaitsev,Vladimir G,0,8,1,0,0,0,1.554
Spring 2021,GEOL,8399,7,31456,Doctoral Dissertation,Wang,Guoquan,1,0,0,0,0,0,4
Spring 2021,MUSI,6298,1,30671,Research,Sonnenberg,Melanie,1,0,0,0,0,0,4
Spring 2021,BCHS,8998,2,30172,Doctoral Research,Sen,Mehmet,0,0,0,0,0,0,0
Spring 2021,CIVE,6111,2,30829,Graduate Seminar,Ballarini,Roberto,0,0,0,0,0,0,0
Spring 2021,SOCW,8699,1,17783,Dissertation,Pritzker,Suzanne,1,0,0,0,0,0,4
Spring 2021,MATH,3325,4,23741,Transition to Advanced Math,Walker,Philip William,3,4,0,0,0,3,1.412
Spring 2021,PHOP,8599,2,17742,Doctoral Dissertation,Das,Vallabh E,2,0,0,0,0,0,4
Spring 2021,BIOL,8399,17,31268,Doctoral Dissertation,Azevedo,Ricardo,0,0,0,0,0,0,0
Spring 2021,IDNS,3132,5,28557,Organic Chem II SEP Workshop,Pattison,Donna,0,2,0,0,0,0,1.2
Spring 2021,INDE,8298,6,14912,Doctoral Research,Lim,Gino Jinho,0,0,0,0,0,0,0
Spring 2021,CHEM,8999,23,22781,Doctoral Dissertation,Brgoch,Jakoah,1,0,0,0,0,0,2
Spring 2021,MUSA,4422,2,29293,Applied Viola,Brooks,Wayne A,1,0,0,0,0,0,4
Spring 2021,BCHS,6298,1,17531,Special Problems,Willson,Richard,0,0,0,0,0,0,0
Spring 2021,MUSI,4112,2,22187,Chamber Music - Woodwind,Dinitz,Adam L,2,0,0,0,0,0,4
Spring 2021,CUIN,8390,2,24873,Doctoral Thesis,White,Cameron Scott,0,0,0,0,0,0,0
Spring 2021,ART,3309,2,28453,Jr Painting Major,Parazette,Aaron,2,1,0,0,0,0,2.75
Spring 2021,CIVE,6396,1,30716,Master's Research Project,Hoskere,Vedhus,2,0,0,0,0,0,4
Spring 2021,BIOE,8699,5,20641,Doctoral Dissertation,Francis,Joseph Thachil,0,0,0,0,0,0,0
Spring 2021,ECE,6398,8,16713,Research,Chen,Jiefu,0,0,0,0,0,0,0
Spring 2021,ART,6360,2,29473,Sculpture Studio,Kittelson,Paul A,3,0,0,0,0,0,4
Spring 2021,ECE,8598,28,17028,Doctoral Research,Wolfe,John C,0,0,0,0,0,0,0
Spring 2021,COMM,6395,3,30777,Comprehensive Examination,Xiao,Zhiwen,0,0,0,0,0,0,0
Spring 2021,CHEM,6998,3,17387,Special Problems,May,Jeremy A,0,0,0,0,0,0,0
Spring 2021,HRMA,3353,2,28053,Hosp Metrics & Data Analytics,Lee,Minwoo,2,0,0,0,0,0,3.835
Spring 2021,CIVE,8699,1,14282,Doctoral Dissertation,Lee,Hyongki,1,0,0,0,0,0,4
Spring 2021,PHOP,6257,15,23879,Research Practicum B,Coulson-Thomas,Vivien J,1,0,0,0,0,0,4
Spring 2021,MUSI,4198,38,31525,Research in Chamber Music,Suits,Brian J,1,0,0,0,0,0,4
Spring 2021,ART,3310,2,28454,Jr Painting Major,Parazette,Aaron,2,0,0,0,0,0,2.667
Spring 2021,PHOP,6767,4,30540,Research Practicum A,Coulson-Thomas,Vivien J,1,0,0,0,0,0,4
Spring 2021,MSCI,4320,1,29718,Company Grade Leadership,Ta,Hung,1,0,0,0,0,0,4
Spring 2021,CIVE,8498,2,16446,Doctoral Research,Rifai,Hanadi S,0,0,0,0,0,0,0
Spring 2021,OPTO,7494,1,20683,General Clinic IIIb,Herring,Ralph Jay,0,0,0,0,0,0,0
Spring 2021,KIN,4690,1,17630,Internship in Sport Admin 1,Walsh,David W,16,5,0,0,0,0,3.392
Spring 2021,SPAN,1502,21,16074,Elementary Spanish II,Hernandez Vargas,Saul,8,10,0,0,0,1,2.597
Spring 2021,ARCH,3198,1,29420,Independent Study,Bruton,Alan P,19,1,0,0,0,0,3.917
Spring 2021,BTEC,3301,30,17485,Genomics/Proteomics & Bioinfo.,Flavier,Albert B,3,2,1,0,0,0,2.296
Spring 2021,NURS,3313,1,25041,Fundamental Clinical,Schulte,Anita Ranae,5,16,3,1,0,3,3.12
Spring 2021,HON,2101,17,17957,The Human Situation:Modernity,Wallace,Daniel,7,2,0,0,0,0,3.001
Spring 2021,ENGL,1303,15,19916,First Year Writing I,Cedilnik,Laurie Ann,9,0,0,0,0,2,1.982
Spring 2021,ENGL,4366,1,23489,Intro To Folklore,Lindahl,Carl R,10,4,0,0,0,4,2.65
Spring 2021,TEPM,6303,2,21614,Risk Assessment in Project Mgm,Carden,Lila L,6,0,0,0,0,0,2.334
Spring 2021,OPTO,5135,2,15500,Ocular Anatomy Lab,Ostrin,Lisa,23,2,0,0,0,0,3.867
Spring 2021,COMM,3369,3,20924,Strategic Comm. Writing,Taylor,Kris A,5,7,0,0,0,0,2.204
Spring 2021,POLS,3386,1,20437,Criminal Law,Martinez,Elizabeth Stukes,22,8,1,0,0,2,2.511
Spring 2021,HRMA,3440,3,24800,Hotel Operations,Johnson,Tucker A,3,0,0,0,0,0,1.835
Spring 2021,PHYS,1122,4,19899,University Phys Laboratory II,Maric,Sladjana,4,9,4,0,0,0,2.194
Spring 2021,PHYS,1122,5,19898,University Phys Laboratory II,Maric,Sladjana,2,11,2,0,0,1,1.971
Spring 2021,LAW,5375,1,21235,Admin Estates & Guardianship,Akers,Georgia Lee Hinkle,7,5,0,0,0,0,3.13
Spring 2021,POLS,1336,50,20389,US and Texas Const/Politics,Belco,Michelle Helene,23,2,0,0,0,0,3.605
Spring 2021,ENGL,2330,1,20620,Writing Discipline English,Bass,Kasey Dawn,8,3,0,0,0,1,2.354
Spring 2021,PSYC,2344,2,17463,Cultural Psychology,Agan,Herb W,40,2,0,0,0,2,3.822
Spring 2021,ACCT,7374,1,24566,Appl Data Analytics Acct II,Terry,Ellen Warren,18,0,0,0,0,0,4
Spring 2021,INDS,2355,1,27382,Design History I,Williams,Celeste,16,2,0,0,0,0,3.649
Spring 2021,BIOL,1144,3,13841,Hum Anat Physiol Lab II,Gill,Tejendra,5,7,0,0,0,0,1.722
Spring 2021,HIST,1378,28,30099,The U S Since 1877,Amaral,Lindsay,11,21,4,0,0,5,1.198
Spring 2021,BTEC,3302,30,21219,Molecular Genetics and Biotech,Balan,Venkatesh,17,21,3,0,0,0,2.628
Spring 2021,LAW,5397,3,29005,Selected Topics,Swift,Kenneth Richard,6,5,0,0,0,0,3.395
Spring 2021,ELED,3320,4,23929,Survey Literature Child Adol,Nam,Rosa,13,2,0,0,0,0,3.392
Spring 2021,PHAR,5329,4,28678,Integrated CV I Module,McConnell,Bradley K,24,15,2,0,0,0,3.537
Spring 2021,ACCT,3367,5,24573,Intermediate Accounting I,Kilic,Emre,4,7,4,0,0,7,1.183
Spring 2021,SOC,3397,1,28346,Sel-Topics in Sociology,Katz,Sheila,21,11,0,0,0,3,2.097
Spring 2021,DIGM,3252,30,27557,Graphic Communication Output,Waite,Jerry J,9,11,2,0,0,1,2.757
Spring 2021,LAW,6236,1,15011,Advocates Board,Lawrence,Jim E,0,0,0,0,0,0,0
Spring 2021,MUSI,2302,1,21546,Listening to Jazz,Kubos,Cameron Kade,82,1,0,0,0,0,3.894
Spring 2021,MARK,7397,2,29414,Selected Topics in Marketing,Du,Yuxing,14,1,0,0,0,1,3.259
Spring 2021,WGSS,2360,4,24988,Introduction to GLBT Studies,Pegoda,Andrew Joseph,6,1,2,0,0,5,1.409
Spring 2021,BCHS,3304,3,20957,General Biochemistry I,Wang,Yuhong,124,76,1,0,0,3,3.059
Spring 2021,MUSA,6210,3,30297,Applied Piano,Hester,Timothy E,1,0,0,0,0,0,4
Spring 2021,PSYC,8399,32,23777,Doctoral Dissertation,Cirino,Paul,1,0,0,0,0,0,2
Spring 2021,MANA,7340,1,20292,Management of High Tech Org.,Keller,Robert T,12,0,0,0,0,0,3.54
Spring 2021,ENGL,1303,47,28452,First Year Writing I,English,Joshua,5,5,0,0,0,3,2.078
Spring 2021,MUSI,4198,1,30932,SP-Opera Production,Ross,Arnold C,1,0,0,0,0,0,4
Spring 2021,MECE,8298,38,30594,Doctoral Research,Yang,Di,0,0,0,0,0,0,0
Spring 2021,COMM,3360,1,20281,Strategic Comm. Principles,Choi,Ho Joon,21,4,0,0,0,0,3.189
Spring 2021,MARK,7368,1,17954,Integrated Marketng Commncatns,Morabito,Philip A,18,2,0,0,0,0,3.604
Spring 2021,HON,2341,2,27538,Classics of Modernity,Church,Jeffrey,140,52,1,0,0,3,3.141
Spring 2021,ENRG,4320,1,23371,Case Studies-Enrgy & Sustainbl,Hallmark,Terrell L,14,4,0,0,0,0,3.318
Spring 2021,ASLI,1301,4,23731,Elementary Amer Sign Lang I,Brittain,Robyn Michelle,3,3,3,0,0,5,1.905
Spring 2021,FINA,7323,1,24861,Applied Equity Fund Management,George,Thomas J,17,0,0,0,0,0,4
Spring 2021,OPTO,5172,4,15506,Clinic Practicum II,Kehinde,Lucy,7,13,1,0,0,0,2.875
Spring 2021,ENGL,1304,47,28470,First Year Writing II,Sommers,Jeffry Ryan,12,2,0,0,0,0,2.7
Spring 2021,MECE,8598,36,30335,Doctoral Research,Agrawal,Ashutosh,0,0,0,0,0,0,0
Spring 2021,GEOL,6397,6,30933,Selected Topics in Geology,Sun,Jiajia,26,3,0,0,0,0,3.897
Spring 2021,POLS,3316,3,23367,Stats for Political Scientists,Kim,Yongkwang,1,9,2,0,0,2,0.904
Spring 2021,MUSA,8243,5,25811,Doctoral Lecture Recital,Yon,Kirsten A,1,0,0,0,0,0,4
Spring 2021,ECON,8399,1,22184,Doctoral Dissertation,Yi,Kei-Mu,2,0,0,0,0,0,1.333
Spring 2021,MUSI,6198,18,30391,Research,Yon,Kirsten A,4,0,0,0,0,0,3.918
Spring 2021,LAW,5386,1,14993,Trial Advocacy,Hill,Belinda J,9,11,0,0,0,0,3.106
Spring 2021,ELED,4310,5,21001,Reading/Language in Elementary,Wallis,Judith Mayne,24,6,2,0,0,0,3.241
Spring 2021,ECON,3370,2,18618,Introduction To Econometrics,Zhivan,Natalia A.,9,5,2,0,2,0,1.317
Spring 2021,ECE,3436,1,23543,Microprocessor Systems,De La Rosa-Pohl,Diana,20,10,0,0,0,0,3.196
Spring 2021,MATH,1313,2,23247,Finite Math with Applications,Sosa,Moses,75,36,8,0,0,7,2.171
Spring 2021,CHEM,3119,3,27609,Anlytical Chemistry Lab,Czader,Arkadiusz,1,1,0,0,0,1,1.833
Spring 2021,MIS,7397,3,28110,Selected Topics in MIS,Pena,Juan F,30,0,0,0,0,0,4
Spring 2021,CHEE,8298,10,16597,Doctoral Research,Krishnamoorti,Ramanan,0,0,0,0,0,0,0
Spring 2021,HRMA,4338,1,23575,Hotel Development,Ramirez,Arlene D,12,1,0,0,0,2,3.378
Spring 2021,GEOL,6396,1,17615,Graduate Seminar,Jiang,Xun,0,0,0,0,0,0,0
Spring 2021,HRMA,2350,3,27029,Mgmt Principles in Hospitality,Haskell,Rebecca Erin,14,2,2,0,0,0,3.267
Spring 2021,HIST,3308,2,29494,American West Since 1848,Ramos,Raul,11,1,0,0,0,1,3.357
Spring 2021,ART,4361,1,21401,Senior Sculpture Major I,Conrad,Jillian,6,0,0,0,0,0,3.89
