department,catalogNumber,description,catoid,coid,coreCode,coreArea,groupNavoid,groupTitle
MATH,1324,Finite Math with Applications,44,212294,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,1325,Calculus for Business & Social Sciences,44,212295,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,1342,Elementary Statistical Methods,44,212303,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,1351,Introduction to Geometric Reasoning,44,212293,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,2312,Precalculus,44,212296,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,2413,Calculus I,44,212298,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,2414,Calculus II,44,212299,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,2450,Accelerated Calculus I,44,212300,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,2451,Accelerated Calculus II,44,212301,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
PHIL,1321,Logic I,44,212658,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
POLS,3312,"Arguments, Data, and Politics",44,212791,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
POLS,3316,Statistics for Political Scientists,44,212795,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
PSYC,2317,Introduction to Psychology Statistics,44,212896,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
TMTH,3360,Applied Technical Statistics,44,213372,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
