TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,TOTAL DROPPED,AVG GPA
Spring 2020,OPTO,6335,1,Ocular Pathology II,Piccolo,Marcus G,27,36,0,0,0,31,0,2.298
Spring 2020,OPTO,6374,1,Contact Lens I,Lee,Karen L,27,42,0,0,0,25,0,2.486
Spring 2020,OPTO,5221,1,Vision Science II,Applegate,Raymond A,27,55,0,0,0,19,0,2.703
Spring 2020,OPTO,5315,1,Optics II,Porter,Jason,43,44,0,0,0,14,0,3.01
Spring 2020,OPTO,7383,1,Practice Management I,Quintero,Sam,52,32,0,0,0,12,0,3.167
Spring 2020,OPTO,6351,1,Pediatric Optometry I,Martinez,Muriel L,54,29,0,0,0,13,0,3.156
Spring 2020,OPTO,7253,1,Pediatric Optometry III,Manny,Ruth,57,28,0,1,0,13,0,3.162
Spring 2020,OPTO,7262,1,Rehabilitative Optometry,Modi,Swati,63,30,0,0,0,5,0,3.49
Spring 2020,OPTO,5331,1,General Pathology & Medicine,Frishman,Laura J,66,29,0,0,0,6,0,3.508
Spring 2020,OPTO,6312,1,Optics IV,Ritchey,Eric R,72,20,0,0,0,3,0,3.663
Spring 2020,OPTO,7337,1,Ocular Pathology IV,Johnston,Kassaundra Lee,73,21,0,0,0,5,0,3.586
Spring 2020,OPTO,7120,1,Opt III Rounds/Case Discussn,Marrelli,Danica J,87,10,0,0,0,1,0,3.857
Spring 2020,OPTO,7330,1,"Lasers, Refract Proced, Surg",Patel,Nimesh Bhikhu,87,11,0,0,0,0,0,3.834
Spring 2020,OPTO,5335,1,Ocular Anatomy and Physiology,Bergmanson,Jan Pg,88,13,0,0,0,0,0,3.871
Spring 2020,OPTO,6124,1,Perception,Stevenson,Scott Bailli,96,0,0,0,0,0,0,4
Spring 2020,OPTO,5272,1,Optometry II,Quintero,Sam,101,0,0,0,0,0,0,4
Spring 2020,OPTO,5282,1,Community Health Optometry,Richdale,Kathryn L,101,0,0,0,0,0,0,3.997
Spring 2020,PEP,6321,2,Sport in Cont Society,Pearson,Demetrius W,7,7,0,0,0,3,0,2.863
Spring 2020,PEP,6322,1,Sport Media & Public Relations,Ogunrinde,Joyce,9,7,0,0,0,2,0,3.13
Spring 2020,PEP,7307,1,Implmtng Leg Strat Sprts/Fit,Cottingham,Michael,15,2,0,0,0,0,0,3.863
Spring 2020,PETR,2313,1,Reservoir Fluids,Kostarelos,Konstantinos,9,7,0,0,0,9,0,2.267
Spring 2020,PETR,4311,1,Petroleum Capstone Project I,Kabir,Chowdhury Shahjahan,10,3,0,0,0,2,1,3.091
Spring 2020,PETR,3321,1,Petr Pressure Trans Testing,Ehlig-Economides,Christine A.,11,17,0,0,0,15,0,2.194
Spring 2020,PETR,6308,1,Adv Petro Production Operation,Marongiu Porcu,Matteo,12,0,0,0,0,1,0,3.616
Spring 2020,PETR,3318,1,Well Drilling and Completion I,Soliman,Mohamed Yousef,12,6,0,0,0,0,0,3.63
Spring 2020,PETR,3318,1,Well Drilling and Completion I,Hale,Arthur Herman,12,6,0,0,0,0,0,3.63
Spring 2020,PETR,6302,1,Reservoir Engineering II,Thakur,Ganesh Chandra,13,1,0,0,0,1,0,3.438
Spring 2020,PETR,3310,1,Petroleum Production Economics,Qin,Guan,14,0,0,0,0,1,0,3.733
Spring 2020,PETR,4312,1,Petroleum Capstone Project II,Kabir,Chowdhury Shahjahan,18,6,0,0,0,2,0,3.36
Spring 2020,PHAR,4251,2,Pharmacy Skills Program II,Zhao,Alexa Vyain,12,15,3,0,0,0,0,3.3
Spring 2020,PHAR,4251,4,Pharmacy Skills Program II,Zhao,Alexa Vyain,14,15,1,0,0,0,0,3.433
Spring 2020,PHAR,5692,1,Advanced Hospital Pharmacy,Ordonez,Nancy D,19,0,0,0,0,0,0,4
Spring 2020,PHAR,5690,3,Internal Medicine,Ordonez,Nancy D,21,5,0,0,0,0,0,3.808
Spring 2020,PHAR,5693,1,Advanced Community Pharmacy,Tolleson,Shane Russell,28,2,1,0,0,0,0,3.871
Spring 2020,PHAR,5675,4,Disease State Management,Tolleson,Shane Russell,30,4,0,0,0,0,0,3.882
Spring 2020,PHAR,4251,1,Pharmacy Skills Program II,Zhao,Alexa Vyain,45,19,0,0,0,0,0,3.703
Spring 2020,PHAR,5228,1,Integrated Men & Women Health,Das,Joydip,57,45,13,0,0,0,0,3.383
Spring 2020,PHAR,5228,1,Integrated Men & Women Health,Gee,Jodie Sue,57,45,13,0,0,0,0,3.383
Spring 2020,PHAR,4275,1,FIMMRA,Cuny,Gregory D,57,61,4,0,0,0,0,3.434
Spring 2020,PHAR,4275,1,FIMMRA,Sofjan,Amelia Kartikasari,57,61,4,0,0,0,0,3.434
Spring 2020,PHAR,5327,1,Integrated Endocrine Module,Asias-Dinh,Bernadette De Leon,58,51,6,0,0,0,0,3.452
Spring 2020,PHAR,5327,1,Integrated Endocrine Module,Marwaha,Aditi,58,51,6,0,0,0,0,3.452
Spring 2020,PHAR,5327,1,Integrated Endocrine Module,Gee,Jodie Sue,58,51,6,0,0,0,0,3.452
Spring 2020,PHAR,4221,1,Physiology II,Marwaha,Aditi,73,42,9,0,0,0,0,3.516
Spring 2020,PHAR,5582,1,Therapeutics III,Fernandez,Julianna M,75,57,5,0,0,0,0,3.511
Spring 2020,PHAR,5582,1,Therapeutics III,Sofjan,Amelia Kartikasari,75,57,5,0,0,0,0,3.511
Spring 2020,PHAR,4200,1,Immunology I,Knoll,Brian J,77,46,2,0,0,0,0,3.6
Spring 2020,PHAR,5374,1,Pharmacy Law & Ethics,Tolleson,Shane Russell,83,49,2,0,0,0,0,3.604
Spring 2020,PHAR,5329,1,Integrated CV I Module,Sulaica,Elisabeth,91,20,3,1,0,0,0,3.748
Spring 2020,PHAR,5329,1,Integrated CV I Module,McConnell,Bradley K,91,20,3,1,0,0,0,3.748
Spring 2020,PHAR,4265,1,Patient Assessment,Asias-Dinh,Bernadette De Leon,99,24,0,0,0,0,0,3.805
Spring 2020,PHAR,5270,1,Pcon & Hospital Pharmacy Mgmt,Sansgiry,Sujit Sharad,100,15,0,0,0,0,0,3.87
Spring 2020,PHAR,5270,1,Pcon & Hospital Pharmacy Mgmt,Varkey,Divya A,100,15,0,0,0,0,0,3.87
Spring 2020,PHAR,4340,1,OTC & Self Care,Birtcher,Kimberly,100,19,4,0,0,0,0,3.78
Spring 2020,PHAR,4331,1,Pharmaceutics II,Ghose,Romi,102,19,1,0,0,0,0,3.828
Spring 2020,PHAR,5259,1,Module Related Skills Lab II,Surati,Dhara Divyang,103,11,1,0,0,0,0,3.887
Spring 2020,PHAR,5275,1,Pharmacy Practice VI,De La Cruz,Austin Isaac,103,31,1,0,0,0,0,3.756
Spring 2020,PHAR,5330,1,Integrated CV II Module,Alkadhi,Karim A,107,7,1,0,0,0,0,3.922
Spring 2020,PHAR,5330,1,Integrated CV II Module,Wanat,Matthew A,107,7,1,0,0,0,0,3.922
Spring 2020,PHAR,4160,1,Fundamentals Comm Pharm Pract,Wallace,David A,118,5,0,0,0,0,0,3.959
Spring 2020,PHAR,5362,1,Pharmacy Management III,Sansgiry,Sujit Sharad,120,13,1,0,0,0,0,3.888
Spring 2020,PHIL,3358,1,Classics in Hist of Ethics,Phillips,David K,4,11,0,0,0,13,2,1.724
Spring 2020,PHIL,1361,4,Philosophy and the Arts,Drapela,Nick Gerard,6,15,2,0,0,16,3,1.588
Spring 2020,PHIL,3305,1,Hist of 18Th Century Phil,Morrison,Iain P D,7,8,3,0,0,5,1,2.375
Spring 2020,PHIL,3334,1,Philosophy of Mind,Garson,James W,8,11,1,0,0,9,1,2.211
Spring 2020,PHIL,1321,1,Logic I,Haaga,Curtis W,8,12,1,0,0,24,2,1.51
Spring 2020,PHIL,3395,4,Selected Topics in Phil,Carrera,Alessandro,10,1,0,0,0,0,1,3.939
Spring 2020,PHIL,3395,4,Selected Topics in Phil,Salgueiro,Maria Aparecida Ferreira de An,10,1,0,0,0,0,1,3.939
Spring 2020,PHIL,1361,2,Philosophy and the Arts,Drapela,Nick Gerard,11,11,1,0,0,20,1,1.688
Spring 2020,PHIL,3395,2,Selected Topics in Phil,Mag Uidhir,Christopher Domh,12,2,1,0,0,5,0,2.668
Spring 2020,PHIL,3395,1,Selected Topics in Phil,Weisberg,Joshua,12,7,2,0,0,1,0,2.894
Spring 2020,PHIL,1321,5,Logic I,Haaga,Curtis W,13,12,1,0,0,19,2,1.866
Spring 2020,PHIL,3354,1,Medical Ethics,Coates,Daniel J,15,0,0,0,0,0,0,4
Spring 2020,PHIL,1361,7,Philosophy and the Arts,Ross,James Travis,16,14,1,0,0,5,0,2.692
Spring 2020,PHIL,1334,1,Minds and Machines,Weisberg,Joshua,16,45,6,0,0,36,3,1.774
Spring 2020,PHIL,1361,6,Philosophy and the Arts,Drapela,Nick Gerard,17,14,4,0,0,11,2,2.539
Spring 2020,PHIL,1321,4,Logic I,Haaga,Curtis W,18,5,0,0,0,15,3,1.947
Spring 2020,PHIL,1361,5,Philosophy and the Arts,Drapela,Nick Gerard,20,14,1,0,0,11,2,2.583
Spring 2020,PHIL,1361,3,Philosophy and the Arts,Drapela,Nick Gerard,20,15,2,0,0,8,2,2.78
Spring 2020,PHIL,1321,6,Logic I,Garson,James W,20,18,1,0,0,15,19,1.818
Spring 2020,PHIL,1301,4,Intro To Philosophy,Aiman,Edwin E,22,13,1,0,0,22,3,1.93
Spring 2020,PHIL,1305,1,Intro To Ethics,Aiman,Edwin E,24,20,2,0,0,12,2,2.309
Spring 2020,PHIL,1301,2,Intro To Philosophy,Haaga,Curtis W,31,14,0,0,0,5,0,3.287
Spring 2020,PHIL,1301,3,Intro To Philosophy,Haaga,Curtis W,32,11,0,0,0,5,0,3.327
Spring 2020,PHIL,1321,2,Logic I,Loewenstein,Yael R,32,38,5,0,0,22,4,2.143
Spring 2020,PHIL,1321,2,Logic I,Kieval,Phillip Zachary,32,38,5,0,0,22,4,2.143
Spring 2020,PHIL,1301,1,Intro To Philosophy,Oliveira,Luis RG,51,4,0,0,0,2,1,3.655
Spring 2020,PHIL,1305,3,Intro To Ethics,Coates,Daniel J,72,24,0,0,0,6,7,3.484
Spring 2020,PHIL,1305,5,Intro To Ethics,Sommers,Tamler S,83,20,1,0,0,8,2,3.399
Spring 2020,PHIL,1361,1,Philosophy and the Arts,Mag Uidhir,Christopher Domh,129,67,6,0,0,34,2,3
Spring 2020,PHLA,6100,1,Leadership Seminar,Garey,Kevin W,14,0,0,0,0,0,0,4
Spring 2020,PHLS,6397,3,Selected Topics,Smith,Justyn,11,0,0,0,0,0,0,4
Spring 2020,PHLS,6391,2,Counseling Methods &Techniques,Loughhead,Stephen L,11,0,0,0,0,0,0,4
Spring 2020,PHLS,6391,4,Counseling Methods &Techniques,Lukingbeal,Patrick Livingston,12,0,0,0,0,0,0,4
Spring 2020,PHLS,8300,2,Advanced Educ/Psy Measurement,Liu,Yu,12,0,0,0,0,0,0,3.918
Spring 2020,PHLS,6397,4,Selected Topics,Smith,Justyn,13,0,0,0,0,0,0,4
Spring 2020,PHLS,6352,2,Assessmnt in Educ Psych,Lee,Jungeun,14,2,0,0,0,0,0,3.666
Spring 2020,PHLS,8305,1,Supervisn in Counseling,Roche,Meghan K,17,2,0,0,0,0,0,3.86
Spring 2020,PHLS,6370,2,Intro To Cross-Cultural Cslng,Whitaker,Rachael Gwin,20,0,0,0,0,0,0,3.934
Spring 2020,PHLS,6370,1,Intro To Cross-Cultural Cslng,Whitaker,Rachael Gwin,21,0,0,0,0,0,0,3.623
Spring 2020,PHLS,7375,2,Intro To Family Counsl,Lee,Jungeun,21,0,0,0,0,0,0,3.984
Spring 2020,PHLS,6323,1,Psychopathology,Ellis,Patrick J,22,0,0,0,0,0,0,3.85
Spring 2020,PHLS,6314,2,Helping Relationships,Whitaker,Rachael Gwin,23,1,0,0,0,0,0,3.958
Spring 2020,PHLS,6324,2,Addictions Counseling,Lukingbeal,Patrick Livingston,24,2,0,0,0,0,0,3.885
Spring 2020,PHLS,7317,1,Cog. & Affective Bases of Beh,Aguirre-Munoz,Zenaida,30,0,0,0,0,0,0,4
Spring 2020,PHLS,6352,1,Assessmnt in Educ Psych,Lee,Jungeun,39,0,0,0,0,0,0,3.851
Spring 2020,PHYS,1101,9,General Physics Laboratory I,Wood,Lowell T,1,7,3,0,0,3,0,2.177
Spring 2020,PHYS,1101,9,General Physics Laboratory I,Maric,Sladjana,1,7,3,0,0,3,0,2.177
Spring 2020,PHYS,1121,7,University Phys Laboratory I,Wood,Lowell T,1,8,2,0,0,10,0,1.555
Spring 2020,PHYS,1121,7,University Phys Laboratory I,Maric,Sladjana,1,8,2,0,0,10,0,1.555
Spring 2020,PHYS,1101,7,General Physics Laboratory I,Wood,Lowell T,1,11,0,0,0,6,1,2.111
Spring 2020,PHYS,1101,7,General Physics Laboratory I,Maric,Sladjana,1,11,0,0,0,6,1,2.111
Spring 2020,PHYS,1122,5,University Phys Laboratory II,Wood,Lowell T,1,13,1,0,0,5,0,2.159
Spring 2020,PHYS,1122,5,University Phys Laboratory II,Maric,Sladjana,1,13,1,0,0,5,0,2.159
Spring 2020,PHYS,1102,17,General Physics Laboratory II,Wood,Lowell T,2,8,0,0,0,5,0,2.177
Spring 2020,PHYS,1102,17,General Physics Laboratory II,Maric,Sladjana,2,8,0,0,0,5,0,2.177
Spring 2020,PHYS,1122,2,University Phys Laboratory II,Wood,Lowell T,2,9,1,0,0,8,0,1.867
Spring 2020,PHYS,1101,11,General Physics Laboratory I,Maric,Sladjana,2,9,1,0,0,7,1,1.834
Spring 2020,PHYS,1101,11,General Physics Laboratory I,Wood,Lowell T,2,9,1,0,0,7,1,1.834
Spring 2020,PHYS,1121,5,University Phys Laboratory I,Maric,Sladjana,2,9,1,0,0,7,1,1.947
Spring 2020,PHYS,1121,5,University Phys Laboratory I,Wood,Lowell T,2,9,1,0,0,7,1,1.947
Spring 2020,PHYS,1122,2,University Phys Laboratory II,Maric,Sladjana,2,9,1,0,0,8,0,1.867
Spring 2020,PHYS,1101,14,General Physics Laboratory I,Maric,Sladjana,2,10,3,0,0,9,0,1.902
Spring 2020,PHYS,1101,14,General Physics Laboratory I,Wood,Lowell T,2,10,3,0,0,9,0,1.902
Spring 2020,PHYS,1102,6,General Physics Laboratory II,Wood,Lowell T,2,11,3,0,0,7,0,2.115
Spring 2020,PHYS,1102,6,General Physics Laboratory II,Maric,Sladjana,2,11,3,0,0,7,0,2.115
Spring 2020,PHYS,1121,2,University Phys Laboratory I,Maric,Sladjana,2,11,1,0,0,7,1,2.079
Spring 2020,PHYS,1121,2,University Phys Laboratory I,Wood,Lowell T,2,11,1,0,0,7,1,2.079
Spring 2020,PHYS,1101,20,General Physics Laboratory I,Maric,Sladjana,2,12,0,0,0,7,0,2.064
Spring 2020,PHYS,1101,19,General Physics Laboratory I,Wood,Lowell T,2,12,1,0,0,4,2,2.334
Spring 2020,PHYS,1101,17,General Physics Laboratory I,Maric,Sladjana,2,12,4,0,0,5,0,2.235
Spring 2020,PHYS,1101,17,General Physics Laboratory I,Wood,Lowell T,2,12,4,0,0,5,0,2.235
Spring 2020,PHYS,1101,19,General Physics Laboratory I,Maric,Sladjana,2,12,1,0,0,4,2,2.334
Spring 2020,PHYS,1101,20,General Physics Laboratory I,Wood,Lowell T,2,12,0,0,0,7,0,2.064
Spring 2020,PHYS,1102,13,General Physics Laboratory II,Wood,Lowell T,2,13,0,0,0,9,0,1.876
Spring 2020,PHYS,1102,4,General Physics Laboratory II,Wood,Lowell T,2,13,0,0,0,8,0,2.043
Spring 2020,PHYS,1102,13,General Physics Laboratory II,Maric,Sladjana,2,13,0,0,0,9,0,1.876
Spring 2020,PHYS,1102,4,General Physics Laboratory II,Maric,Sladjana,2,13,0,0,0,8,0,2.043
Spring 2020,PHYS,1121,1,University Phys Laboratory I,Wood,Lowell T,3,7,1,0,0,9,0,1.75
Spring 2020,PHYS,1121,1,University Phys Laboratory I,Maric,Sladjana,3,7,1,0,0,9,0,1.75
Spring 2020,PHYS,1101,3,General Physics Laboratory I,Wood,Lowell T,3,8,1,0,0,1,0,2.577
Spring 2020,PHYS,1101,3,General Physics Laboratory I,Maric,Sladjana,3,8,1,0,0,1,0,2.577
Spring 2020,PHYS,1122,6,University Phys Laboratory II,Wood,Lowell T,3,9,1,0,0,7,1,1.951
Spring 2020,PHYS,1122,6,University Phys Laboratory II,Maric,Sladjana,3,9,1,0,0,7,1,1.951
Spring 2020,PHYS,1122,4,University Phys Laboratory II,Wood,Lowell T,3,11,5,0,0,3,0,2.5
Spring 2020,PHYS,1102,10,General Physics Laboratory II,Maric,Sladjana,3,11,3,0,0,5,0,2.26
Spring 2020,PHYS,1101,1,General Physics Laboratory I,Maric,Sladjana,3,11,1,0,0,9,0,2
Spring 2020,PHYS,1122,4,University Phys Laboratory II,Maric,Sladjana,3,11,5,0,0,3,0,2.5
Spring 2020,PHYS,1102,10,General Physics Laboratory II,Wood,Lowell T,3,11,3,0,0,5,0,2.26
Spring 2020,PHYS,1101,1,General Physics Laboratory I,Wood,Lowell T,3,11,1,0,0,9,0,2
Spring 2020,PHYS,1101,15,General Physics Laboratory I,Wood,Lowell T,3,12,1,0,0,4,1,2.467
Spring 2020,PHYS,1101,15,General Physics Laboratory I,Maric,Sladjana,3,12,1,0,0,4,1,2.467
Spring 2020,PHYS,1102,3,General Physics Laboratory II,Maric,Sladjana,3,12,3,0,0,5,0,2.319
Spring 2020,PHYS,1101,18,General Physics Laboratory I,Wood,Lowell T,3,12,5,0,0,2,0,2.621
Spring 2020,PHYS,1101,18,General Physics Laboratory I,Maric,Sladjana,3,12,5,0,0,2,0,2.621
Spring 2020,PHYS,1102,3,General Physics Laboratory II,Wood,Lowell T,3,12,3,0,0,5,0,2.319
Spring 2020,PHYS,1102,16,General Physics Laboratory II,Wood,Lowell T,3,13,1,0,0,6,0,2.19
Spring 2020,PHYS,1102,11,General Physics Laboratory II,Maric,Sladjana,3,13,0,0,0,6,1,2.288
Spring 2020,PHYS,1102,16,General Physics Laboratory II,Maric,Sladjana,3,13,1,0,0,6,0,2.19
Spring 2020,PHYS,1102,11,General Physics Laboratory II,Wood,Lowell T,3,13,0,0,0,6,1,2.288
Spring 2020,PHYS,1102,9,General Physics Laboratory II,Wood,Lowell T,4,7,4,0,0,9,0,1.875
Spring 2020,PHYS,1102,21,General Physics Laboratory II,Maric,Sladjana,4,7,0,0,0,2,0,2.501
Spring 2020,PHYS,1102,21,General Physics Laboratory II,Wood,Lowell T,4,7,0,0,0,2,0,2.501
Spring 2020,PHYS,1102,9,General Physics Laboratory II,Maric,Sladjana,4,7,4,0,0,9,0,1.875
Spring 2020,PHYS,1121,4,University Phys Laboratory I,Wood,Lowell T,4,9,0,0,0,7,1,2.101
Spring 2020,PHYS,1122,1,University Phys Laboratory II,Maric,Sladjana,4,9,2,0,0,5,1,2.166
Spring 2020,PHYS,1122,1,University Phys Laboratory II,Wood,Lowell T,4,9,2,0,0,5,1,2.166
Spring 2020,PHYS,1102,1,General Physics Laboratory II,Wood,Lowell T,4,9,3,0,0,8,0,2.097
Spring 2020,PHYS,1121,4,University Phys Laboratory I,Maric,Sladjana,4,9,0,0,0,7,1,2.101
Spring 2020,PHYS,1102,1,General Physics Laboratory II,Maric,Sladjana,4,9,3,0,0,8,0,2.097
Spring 2020,PHYS,1101,13,General Physics Laboratory I,Maric,Sladjana,4,11,0,0,0,7,0,2.227
Spring 2020,PHYS,1101,6,General Physics Laboratory I,Maric,Sladjana,4,11,2,0,0,4,1,2.469
Spring 2020,PHYS,1101,6,General Physics Laboratory I,Wood,Lowell T,4,11,2,0,0,4,1,2.469
Spring 2020,PHYS,1101,12,General Physics Laboratory I,Wood,Lowell T,4,11,2,0,0,5,0,2.333
Spring 2020,PHYS,1101,12,General Physics Laboratory I,Maric,Sladjana,4,11,2,0,0,5,0,2.333
Spring 2020,PHYS,1101,13,General Physics Laboratory I,Wood,Lowell T,4,11,0,0,0,7,0,2.227
Spring 2020,PHYS,1102,12,General Physics Laboratory II,Wood,Lowell T,4,12,2,0,0,5,0,2.42
Spring 2020,PHYS,1102,12,General Physics Laboratory II,Maric,Sladjana,4,12,2,0,0,5,0,2.42
Spring 2020,PHYS,1102,7,General Physics Laboratory II,Maric,Sladjana,5,7,1,0,0,9,0,1.955
Spring 2020,PHYS,1102,7,General Physics Laboratory II,Wood,Lowell T,5,7,1,0,0,9,0,1.955
Spring 2020,PHYS,1101,16,General Physics Laboratory I,Wood,Lowell T,5,8,1,0,0,8,0,2.121
Spring 2020,PHYS,1101,16,General Physics Laboratory I,Maric,Sladjana,5,8,1,0,0,8,0,2.121
Spring 2020,PHYS,1101,8,General Physics Laboratory I,Wood,Lowell T,5,9,1,0,0,5,1,2.318
Spring 2020,PHYS,1101,10,General Physics Laboratory I,Wood,Lowell T,5,9,2,0,0,5,2,2.333
Spring 2020,PHYS,1101,4,General Physics Laboratory I,Wood,Lowell T,5,9,0,0,0,7,1,2.27
Spring 2020,PHYS,1102,2,General Physics Laboratory II,Maric,Sladjana,5,9,4,0,0,5,0,2.348
Spring 2020,PHYS,1101,4,General Physics Laboratory I,Maric,Sladjana,5,9,0,0,0,7,1,2.27
Spring 2020,PHYS,1101,8,General Physics Laboratory I,Maric,Sladjana,5,9,1,0,0,5,1,2.318
Spring 2020,PHYS,1101,10,General Physics Laboratory I,Maric,Sladjana,5,9,2,0,0,5,2,2.333
Spring 2020,PHYS,1102,2,General Physics Laboratory II,Wood,Lowell T,5,9,4,0,0,5,0,2.348
Spring 2020,PHYS,1102,14,General Physics Laboratory II,Maric,Sladjana,5,11,2,0,0,6,0,2.32
Spring 2020,PHYS,1102,14,General Physics Laboratory II,Wood,Lowell T,5,11,2,0,0,6,0,2.32
Spring 2020,PHYS,6316,1,Quantum Mechanics II,Su,Wu-Pei,5,12,0,0,0,4,0,2.62
Spring 2020,PHYS,1102,15,General Physics Laboratory II,Wood,Lowell T,6,5,2,0,0,8,0,1.955
Spring 2020,PHYS,1102,15,General Physics Laboratory II,Maric,Sladjana,6,5,2,0,0,8,0,1.955
Spring 2020,PHYS,1121,6,University Phys Laboratory I,Wood,Lowell T,6,6,1,0,0,7,1,2.167
Spring 2020,PHYS,1121,6,University Phys Laboratory I,Maric,Sladjana,6,6,1,0,0,7,1,2.167
Spring 2020,PHYS,1102,8,General Physics Laboratory II,Maric,Sladjana,6,10,3,0,0,5,0,2.459
Spring 2020,PHYS,1102,8,General Physics Laboratory II,Wood,Lowell T,6,10,3,0,0,5,0,2.459
Spring 2020,PHYS,1102,5,General Physics Laboratory II,Wood,Lowell T,7,11,0,0,0,6,0,2.418
Spring 2020,PHYS,1102,5,General Physics Laboratory II,Maric,Sladjana,7,11,0,0,0,6,0,2.418
Spring 2020,PHYS,1301,3,Intro General Physics I,Forrest,Rebecca L,8,13,0,0,0,39,4,1.183
Spring 2020,PHYS,3327,1,Thermal Physics,Cheung-Wyker,Margaret S,9,3,1,0,0,0,0,3.539
Spring 2020,PHYS,4340,1,Research Methods,Harlow,Laura Michelle,9,3,1,0,0,0,0,3.357
Spring 2020,PHYS,3313,1,Advanced Laboratory I,Forrest,Rebecca L,9,3,0,0,0,3,3,3
Spring 2020,PHYS,6321,1,Electrodynamics,Renshaw,Andrew,9,12,0,0,0,1,0,3.288
Spring 2020,PHYS,4322,1,Intermediate Electromagnetics,Koerner,Lisa Whitehead,10,6,0,0,0,2,0,3.167
Spring 2020,PHYS,6327,1,Statistical Physics,Cardoso Barato,Andre,11,5,0,0,0,4,0,2.857
Spring 2020,PHYS,3110,1,Sem-Adv Lab Analysis,Forrest,Rebecca L,14,2,0,0,0,0,3,3.896
Spring 2020,PHYS,1306,1,Intro Astro-Stel & Gal,Pinsky,Lawrence S,21,12,4,0,0,27,11,1.874
Spring 2020,PHYS,3315,1,Modern Physics,Timmins,Anthony Robert,23,4,1,0,0,1,2,3.632
Spring 2020,PHYS,1302,2,Intro General Physics II,Curran,Seamus A,26,28,1,0,0,30,1,2.159
Spring 2020,PHYS,1301,1,Intro General Physics I,Ene,Emanuela,28,13,0,0,0,35,8,1.919
Spring 2020,PHYS,1301,5,Intro General Physics I,Bellwied,Rene,30,76,16,0,0,66,5,1.94
Spring 2020,PHYS,1301,2,Intro General Physics I,Portillo Vazquez,Israel,31,36,9,0,0,70,8,1.584
Spring 2020,PHYS,1322,1,University Physics II,Maric,Sladjana,34,15,9,0,0,29,3,2.159
Spring 2020,PHYS,1322,3,University Physics II,Miller,John H,34,57,3,0,0,30,4,2.519
Spring 2020,PHYS,1321,7,University Physics I,Meier,Mark Albert,38,4,0,0,0,8,2,3.247
Spring 2020,PHYS,1301,4,Intro General Physics I,Portillo Vazquez,Israel,62,55,6,0,0,86,13,1.811
Spring 2020,PHYS,1302,4,Intro General Physics II,Curran,Seamus A,69,65,4,0,0,71,3,2.228
Spring 2020,PHYS,1305,1,Intro Astronomy-Sol Sys,Li,Liming,70,38,4,0,0,38,1,2.603
Spring 2020,PHYS,1321,1,University Physics I,Portillo Vazquez,Israel,90,33,3,0,0,45,12,2.627
Spring 2020,PHYS,1302,1,Intro General Physics II,Chen,Shuo,100,124,19,0,0,45,4,2.751
Spring 2020,PHYS,1321,3,University Physics I,Chu,Wei-Kan,102,61,6,0,0,35,3,2.815
Spring 2020,POLC,6317,1,Public Policy Capstone,Buttorff,Gail J.,14,0,0,0,0,0,0,4
Spring 2020,POLC,6315,1,Pol Res II: Mult Analysis,Buttorff,Gail J.,15,3,0,0,0,4,0,3.151
Spring 2020,POLC,6320,1,Pol Analysis II: Pol Analysis,Pinto,Pablo M,15,4,0,0,0,4,0,3.016
Spring 2020,POLC,6330,1,Philosophy and Public Policy I,Engster,Daniel A,17,0,0,0,0,11,0,2.333
Spring 2020,POLS,3311,1,Intro Compar Politics,Vallejo Vera,Sebastian,5,4,3,0,0,19,0,0.879
Spring 2020,POLS,1336,18,US and Texas Const/Politics,Bailey,Jeremy D,6,6,0,0,0,7,0,2.211
Spring 2020,POLS,3310,4,Intro to Political Theory,Choi,Naomi,6,14,2,0,0,14,1,1.851
Spring 2020,POLS,3313,4,Intro Internatl Relatns,Sisman,Ozlem,6,17,2,0,0,11,1,2.085
Spring 2020,POLS,1337,21,"US Govt: Congress,Pres & Crts",Sisman,Ozlem,7,21,7,0,0,51,1,1.047
Spring 2020,POLS,3310,3,Intro to Political Theory,Choi,Naomi,8,16,1,0,0,10,4,2.198
Spring 2020,POLS,1337,2,"US Govt: Congress,Pres & Crts",Littlepage,Kelley G,8,21,3,0,0,34,4,1.295
Spring 2020,POLS,1336,17,US and Texas Const/Politics,Leland,Alison W,9,6,0,0,0,4,1,2.651
Spring 2020,POLS,3395,2,Selected Topics Am Gov,Clifford,Scott,9,7,1,0,0,3,0,2.825
Spring 2020,POLS,3336,1,Globalization,Bhatia,Vandana,9,9,1,0,0,7,4,2.033
Spring 2020,POLS,4343,1,Causes and Politics of War,Zwald,Zachary J,9,9,1,0,0,10,1,2.156
Spring 2020,POLS,1337,6,"US Govt: Congress,Pres & Crts",Littlepage,Kelley G,9,11,7,0,0,41,1,1.155
Spring 2020,POLS,3349,2,American Political Thought,McDonald,John Terrence George,9,11,2,0,1,16,0,1.63
Spring 2020,POLS,3355,1,Judicial Process,Tiede,Lydia B,10,11,0,0,0,15,2,1.644
Spring 2020,POLS,3357,1,Constitutnl Law-Civ Lib,Badas,Alex,10,11,2,0,0,6,3,2.516
Spring 2020,POLS,3315,1,International Organization,Sisman,Ozlem,10,11,2,0,0,18,1,1.791
Spring 2020,POLS,3313,3,Intro Internatl Relatns,Bagashka,Tanya G,10,13,3,0,0,9,0,2.179
