TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,TOTAL DROPPED,AVG GPA
Spring 2020,ATP,6322,1,Pharmacology in Ath Training,Knoblauch,Mark Alan,10,1,0,0,0,0,0,3.909
Spring 2020,ATP,6123,1,Upper Extremity Evaluation Lab,Harrison,Layci,11,0,0,0,0,0,0,4
Spring 2020,ATP,6193,1,Clinical Education III,Harrison,Layci,11,0,0,0,0,0,0,4
Spring 2020,ATP,6321,1,Athletic Training Administratn,Yellen,Joshua B,11,0,0,0,0,0,0,4
Spring 2020,ATP,7321,1,Psych Aspects of Sports Injury,Knoblauch,Mark Alan,13,1,0,0,0,0,0,3.929
Spring 2020,ATP,7196,1,Clinical Education VI,Knoblauch,Mark Alan,14,0,0,0,0,0,0,4
Spring 2020,ATP,7322,1,Seminar in Athletic Training,Yellen,Joshua B,14,0,0,0,0,0,0,4
Spring 2020,BCHS,6227,1,Membranes/Signal Transduction,Fujita,Masaya,2,9,0,0,0,0,0,3.182
Spring 2020,BCHS,4313,5,Cell Biochemistry,Rea,Michael A,7,4,1,0,0,1,0,2.8
Spring 2020,BCHS,4313,2,Cell Biochemistry,Leming,Jenifer Beth,7,7,0,0,0,2,0,2.882
Spring 2020,BCHS,3201,2,Biochemistry I Laboratory,Pattison,Donna,7,10,0,0,0,4,0,2.522
Spring 2020,BCHS,3201,9,Biochemistry I Laboratory,Pattison,Donna,7,14,0,0,0,2,1,3.043
Spring 2020,BCHS,3201,10,Biochemistry I Laboratory,Pattison,Donna,9,7,0,0,0,1,2,2.591
Spring 2020,BCHS,3201,8,Biochemistry I Laboratory,Pattison,Donna,12,7,1,0,0,3,0,3.087
Spring 2020,BCHS,4306,1,Nucleic Acids,Bawa-Khalfe,Tasneem,12,9,0,0,0,1,0,3.166
Spring 2020,BCHS,3201,4,Biochemistry I Laboratory,Pattison,Donna,16,7,0,0,0,0,0,3.624
Spring 2020,BCHS,3201,3,Biochemistry I Laboratory,Pattison,Donna,17,5,0,0,0,1,0,3.609
Spring 2020,BCHS,3201,1,Biochemistry I Laboratory,Pattison,Donna,18,6,0,0,0,1,0,3.547
Spring 2020,BCHS,3201,7,Biochemistry I Laboratory,Pattison,Donna,19,2,0,0,0,2,0,3.565
Spring 2020,BCHS,3201,5,Biochemistry I Laboratory,Pattison,Donna,19,4,0,0,0,1,0,3.584
Spring 2020,BCHS,6361,1,Clinical Biochemistry,Umetani,Michihisa,20,0,0,0,0,0,0,4
Spring 2020,BCHS,3201,6,Biochemistry I Laboratory,Pattison,Donna,22,0,0,0,0,0,0,3.91
Spring 2020,BCHS,3305,1,General Biochemistry II,Weihua,Zhang,33,19,0,0,0,8,1,3.051
Spring 2020,BCHS,4307,1,Proteins,Widger,William R,35,30,5,0,0,22,3,2.492
Spring 2020,BCHS,4311,1,Biochemistry Lab II,Pattison,Donna,40,37,2,0,0,15,3,2.781
Spring 2020,BCHS,3304,2,General Biochemistry I,Yeo,Hye-Jeong,43,53,4,0,0,16,5,2.852
Spring 2020,BCHS,4304,1,Biophysics,Fox,Robert O,47,17,0,0,0,2,2,3.591
Spring 2020,BCHS,3304,4,General Biochemistry I,Liu,Yu,50,18,0,0,0,2,5,3.61
Spring 2020,BCHS,3304,4,General Biochemistry I,Fox,Robert O,50,18,0,0,0,2,5,3.61
Spring 2020,BCHS,3304,1,General Biochemistry I,Wang,Yuhong,52,54,2,0,0,39,0,2.529
Spring 2020,BCHS,4361,1,Clinical Biochemistry,Umetani,Michihisa,95,19,1,0,0,11,1,3.484
Spring 2020,BCHS,3304,3,General Biochemistry I,Bark,Steven,115,24,0,0,0,5,2,3.669
Spring 2020,BIOE,4309,1,Neural Technology Interfaces,Abidian,Mohammad Reza,12,0,0,0,0,0,0,3.918
Spring 2020,BIOE,6300,1,Mathematical Methods in BME,Huang,Shuyan,12,6,0,0,0,7,0,2.614
Spring 2020,BIOE,6300,1,Mathematical Methods in BME,Chen,Ting,12,6,0,0,0,7,0,2.614
Spring 2020,BIOE,6349,1,Biomedical Microdevices,Majd,Sheereen,13,0,0,0,0,1,0,3.691
Spring 2020,BIOE,4313,1,Intro to Neural Computation,Francis,Joseph Thachil,13,1,0,0,0,0,0,3.858
Spring 2020,BIOE,3140,2,Quantitative Physiology Lab,Roh,Jinsook,14,2,0,0,0,1,0,3.228
Spring 2020,BIOE,4150,1,Genomic & Proteomic Lab,Akay,Yasemin M,18,0,0,0,0,0,0,3.982
Spring 2020,BIOE,3140,1,Quantitative Physiology Lab,Roh,Jinsook,20,1,0,0,0,0,0,3.968
Spring 2020,BIOE,4150,2,Genomic & Proteomic Lab,Akay,Yasemin M,21,1,0,0,0,0,0,3.97
Spring 2020,BIOE,2331,1,Biomedical Processes,Shevkoplyas,Sergey,21,5,0,0,0,1,0,3.441
Spring 2020,BIOE,2100,1,Intro To Biomedical Engr,Akay,Yasemin M,23,1,0,0,0,0,0,3.972
Spring 2020,BIOE,4349,1,Biomedical Microdevices,Majd,Sheereen,24,0,0,0,0,0,0,3.876
Spring 2020,BIOE,3340,1,Quantitative Physiology,Roh,Jinsook,32,6,0,0,0,1,0,3.642
Spring 2020,BIOE,4350,1,Genomic & Proteomic Engr,Wu,Tianfu,38,2,0,0,0,1,0,3.821
Spring 2020,BIOE,4336,1,Capstone Design II,Schultz,Jerome S,44,3,0,0,0,3,0,3.608
Spring 2020,BIOE,4336,1,Capstone Design II,Chen,Ting,44,3,0,0,0,3,0,3.608
Spring 2020,BIOE,3341,1,Biothermodynamics,Larin,Kirill,46,10,0,0,0,2,0,3.638
Spring 2020,BIOE,4302,1,Numerical Analysis for BME,Zhang,Yingchun,52,3,0,0,0,3,0,3.667
Spring 2020,BIOL,1144,13,Hum Anat Physiol Lab II,Gill,Tejendra,4,14,2,0,0,4,0,2.583
Spring 2020,BIOL,1144,8,Hum Anat Physiol Lab II,Gill,Tejendra,4,16,0,0,0,3,1,2.682
Spring 2020,BIOL,1162,26,Intro To Biol Science Lab 2,Medrano,Ana I,5,9,1,0,0,4,4,2.596
Spring 2020,BIOL,4206,3,Ecology & Evolution Laboratory,Cheek,Ann Oliver,5,10,0,0,0,9,0,2.07
Spring 2020,BIOL,4330,1,Molec Basis Infect Disease,Colbert,Anne D,5,11,3,0,0,16,1,1.639
Spring 2020,BIOL,1144,14,Hum Anat Physiol Lab II,Gill,Tejendra,5,11,1,0,0,7,0,2.209
Spring 2020,BIOL,6330,1,Molec Basis Infect Diseases,Colbert,Anne D,6,5,0,0,0,1,0,3.223
Spring 2020,BIOL,3132,5,Elementary Microbiology Lab,Knapp,Richard D,6,7,2,0,0,7,0,2.069
Spring 2020,BIOL,3301,7,Genetics,Newman,Anna P,6,9,0,0,0,7,0,2.246
Spring 2020,BIOL,1362,10,Intro To Biological Science 2,Hanke,Marc H,6,11,0,0,0,5,0,2.681
Spring 2020,BIOL,1144,6,Hum Anat Physiol Lab II,Gill,Tejendra,6,11,0,0,0,5,0,2.471
Spring 2020,BIOL,1144,5,Hum Anat Physiol Lab II,Gill,Tejendra,6,12,0,0,0,6,0,2.514
Spring 2020,BIOL,1144,23,Hum Anat Physiol Lab II,Gill,Tejendra,7,7,0,0,0,8,2,2.197
Spring 2020,BIOL,1144,10,Hum Anat Physiol Lab II,Gill,Tejendra,7,10,0,0,0,6,0,2.479
Spring 2020,BIOL,1153,2,Pre-Nursng Microbio Lab,Knapp,Richard D,8,4,2,0,0,2,0,2.765
Spring 2020,BIOL,4103,3,Integration Biol Knowledge,Wayne,Chad M,8,5,1,0,0,2,0,2.722
Spring 2020,BIOL,1144,18,Hum Anat Physiol Lab II,Gill,Tejendra,8,8,0,0,0,6,1,2.455
Spring 2020,BIOL,1162,43,Intro To Biol Science Lab 2,Medrano,Ana I,8,9,2,0,0,3,0,2.625
Spring 2020,BIOL,1144,16,Hum Anat Physiol Lab II,Gill,Tejendra,8,9,0,0,0,7,0,2.39
Spring 2020,BIOL,1153,1,Pre-Nursng Microbio Lab,Knapp,Richard D,8,10,1,1,0,3,0,2.653
Spring 2020,BIOL,1144,24,Hum Anat Physiol Lab II,Gill,Tejendra,8,11,1,0,0,4,0,2.764
Spring 2020,BIOL,1362,11,Intro To Biological Science 2,Hanke,Marc H,9,5,0,0,0,2,0,2.922
Spring 2020,BIOL,3132,12,Elementary Microbiology Lab,Knapp,Richard D,9,6,2,0,0,3,0,2.884
Spring 2020,BIOL,1144,9,Hum Anat Physiol Lab II,Gill,Tejendra,9,8,0,0,0,5,0,2.537
Spring 2020,BIOL,1144,11,Hum Anat Physiol Lab II,Gill,Tejendra,9,8,1,0,0,6,0,2.515
Spring 2020,BIOL,1144,7,Hum Anat Physiol Lab II,Gill,Tejendra,9,9,1,0,0,4,0,2.74
Spring 2020,BIOL,1144,1,Hum Anat Physiol Lab II,Gill,Tejendra,9,10,1,0,0,3,1,2.957
Spring 2020,BIOL,4302,1,Galapago! Rsch Lrng Abroad,Hanke,Marc H,10,1,0,0,0,0,0,3.849
Spring 2020,BIOL,4374,4,Cell Biology,Sirrieh,Rita Evelyn,10,3,1,0,0,0,0,3.619
Spring 2020,BIOL,1144,12,Hum Anat Physiol Lab II,Gill,Tejendra,10,10,0,0,0,2,1,3.077
Spring 2020,BIOL,3132,10,Elementary Microbiology Lab,Knapp,Richard D,10,10,2,0,0,1,0,3.083
Spring 2020,BIOL,1144,15,Hum Anat Physiol Lab II,Gill,Tejendra,10,11,0,0,0,2,0,3.145
Spring 2020,BIOL,3301,4,Genetics,Lin,Chin-Yo,10,13,2,0,1,6,0,2.563
Spring 2020,BIOL,3301,4,Genetics,Wiernasz,Diane C,10,13,2,0,1,6,0,2.563
Spring 2020,BIOL,6356,2,Medical Ethics,Hickey,Theresa Kay,11,0,0,0,0,0,0,4
Spring 2020,BIOL,4397,2,Selected Topics in Biology,Meisel,Richard P,11,0,0,0,0,0,1,3.359
Spring 2020,BIOL,3132,7,Elementary Microbiology Lab,Knapp,Richard D,11,5,3,0,0,3,1,2.826
Spring 2020,BIOL,1162,34,Intro To Biol Science Lab 2,Medrano,Ana I,11,6,1,0,0,2,1,2.879
Spring 2020,BIOL,1144,20,Hum Anat Physiol Lab II,Gill,Tejendra,11,9,0,0,0,2,0,2.876
Spring 2020,BIOL,3132,11,Elementary Microbiology Lab,Knapp,Richard D,11,9,1,0,0,3,0,2.973
Spring 2020,BIOL,1144,3,Hum Anat Physiol Lab II,Gill,Tejendra,11,10,0,0,0,3,0,3.028
Spring 2020,BIOL,1144,17,Hum Anat Physiol Lab II,Gill,Tejendra,11,11,1,0,0,1,0,3.195
Spring 2020,BIOL,4206,2,Ecology & Evolution Laboratory,Cheek,Ann Oliver,11,11,0,0,0,1,0,3.362
Spring 2020,BIOL,1162,9,Intro To Biol Science Lab 2,Medrano,Ana I,12,4,0,0,0,6,1,2.58
Spring 2020,BIOL,1144,4,Hum Anat Physiol Lab II,Gill,Tejendra,12,9,0,0,0,2,1,3.218
Spring 2020,BIOL,1144,2,Hum Anat Physiol Lab II,Gill,Tejendra,12,10,1,0,0,0,0,3.378
Spring 2020,BIOL,4374,7,Cell Biology,Farmer,Lisa M,12,25,3,0,0,17,2,2.247
Spring 2020,BIOL,3132,1,Elementary Microbiology Lab,Knapp,Richard D,13,7,1,0,0,2,0,3.111
Spring 2020,BIOL,3132,2,Elementary Microbiology Lab,Knapp,Richard D,13,8,0,0,0,2,0,3.125
Spring 2020,BIOL,1144,19,Hum Anat Physiol Lab II,Gill,Tejendra,13,8,0,0,0,2,1,3.247
Spring 2020,BIOL,3132,8,Elementary Microbiology Lab,Knapp,Richard D,13,9,0,0,0,2,0,3.223
Spring 2020,BIOL,3301,6,Genetics,Lin,Chin-Yo,13,33,7,0,0,31,3,1.817
Spring 2020,BIOL,3301,6,Genetics,Wiernasz,Diane C,13,33,7,0,0,31,3,1.817
Spring 2020,BIOL,6222,1,Optical Methods Cell Biology,Rea,Michael A,14,0,0,0,0,0,0,4
Spring 2020,BIOL,6240,1,Molecular Genetics 1,Dauwalder,Brigitte,14,0,0,0,0,0,0,3.882
Spring 2020,BIOL,6397,2,Selected Topics in Biology,Meisel,Richard P,14,0,0,0,0,0,0,3.976
Spring 2020,BIOL,1162,6,Intro To Biol Science Lab 2,Medrano,Ana I,14,5,0,0,0,4,1,3.073
Spring 2020,BIOL,1162,33,Intro To Biol Science Lab 2,Medrano,Ana I,14,6,0,0,0,1,0,3.54
Spring 2020,BIOL,1162,35,Intro To Biol Science Lab 2,Medrano,Ana I,14,6,0,0,0,2,1,3.379
Spring 2020,BIOL,1144,22,Hum Anat Physiol Lab II,Gill,Tejendra,14,6,0,0,0,3,0,3.117
Spring 2020,BIOL,3132,4,Elementary Microbiology Lab,Knapp,Richard D,14,7,0,0,0,2,0,3.195
Spring 2020,BIOL,1162,18,Intro To Biol Science Lab 2,Medrano,Ana I,14,8,1,0,0,1,0,3.43
Spring 2020,BIOL,1320,2,General Biology 2,de la Flor,Miguel Angel,14,52,10,0,0,45,1,1.892
Spring 2020,BIOL,6356,1,Medical Ethics,Coates,Daniel J,15,0,0,0,0,0,0,4
Spring 2020,BIOL,1144,21,Hum Anat Physiol Lab II,Gill,Tejendra,15,3,2,0,0,4,0,2.987
Spring 2020,BIOL,1162,2,Intro To Biol Science Lab 2,Medrano,Ana I,15,5,0,0,0,3,1,3.189
Spring 2020,BIOL,1162,46,Intro To Biol Science Lab 2,Medrano,Ana I,15,6,0,0,0,3,0,3.236
Spring 2020,BIOL,1162,8,Intro To Biol Science Lab 2,Medrano,Ana I,15,6,1,0,0,1,0,3.536
Spring 2020,BIOL,1162,48,Intro To Biol Science Lab 2,Medrano,Ana I,15,6,0,0,0,2,0,3.168
Spring 2020,BIOL,1162,14,Intro To Biol Science Lab 2,Medrano,Ana I,15,7,0,0,0,0,1,3.493
Spring 2020,BIOL,3132,6,Elementary Microbiology Lab,Knapp,Richard D,15,7,1,0,0,1,0,3.39
Spring 2020,BIOL,1162,3,Intro To Biol Science Lab 2,Medrano,Ana I,16,2,1,0,0,1,2,3.567
Spring 2020,BIOL,1162,32,Intro To Biol Science Lab 2,Medrano,Ana I,16,3,0,0,0,1,3,3.508
Spring 2020,BIOL,1162,15,Intro To Biol Science Lab 2,Medrano,Ana I,16,3,0,0,0,2,2,3.318
Spring 2020,BIOL,1162,12,Intro To Biol Science Lab 2,Medrano,Ana I,16,4,0,0,0,1,1,3.44
Spring 2020,BIOL,1162,37,Intro To Biol Science Lab 2,Medrano,Ana I,16,4,0,0,0,1,0,3.588
Spring 2020,BIOL,1162,44,Intro To Biol Science Lab 2,Medrano,Ana I,16,4,0,0,0,2,2,3.41
Spring 2020,BIOL,3132,9,Elementary Microbiology Lab,Knapp,Richard D,16,6,0,0,0,2,0,3.334
Spring 2020,BIOL,1162,42,Intro To Biol Science Lab 2,Medrano,Ana I,16,6,0,0,0,1,0,3.565
Spring 2020,BIOL,1162,39,Intro To Biol Science Lab 2,Medrano,Ana I,16,6,0,0,0,2,0,3.417
Spring 2020,BIOL,3132,3,Elementary Microbiology Lab,Knapp,Richard D,16,6,0,0,0,1,0,3.45
Spring 2020,BIOL,4347,1,Animal Behavior,Cole,Blaine J,16,9,3,0,0,20,1,1.812
Spring 2020,BIOL,1162,45,Intro To Biol Science Lab 2,Medrano,Ana I,17,0,0,0,0,1,2,3.238
Spring 2020,BIOL,1162,25,Intro To Biol Science Lab 2,Medrano,Ana I,17,2,0,0,0,2,2,3.524
Spring 2020,BIOL,1162,38,Intro To Biol Science Lab 2,Medrano,Ana I,17,4,1,0,0,0,0,3.742
Spring 2020,BIOL,1162,27,Intro To Biol Science Lab 2,Medrano,Ana I,17,4,0,0,0,2,0,3.347
Spring 2020,BIOL,1162,22,Intro To Biol Science Lab 2,Medrano,Ana I,17,4,0,0,0,2,0,3.333
Spring 2020,BIOL,1162,36,Intro To Biol Science Lab 2,Medrano,Ana I,17,5,0,0,0,1,0,3.431
Spring 2020,BIOL,3311,1,Genetics Laboratory,de la Flor,Miguel Angel,17,35,7,0,0,17,1,2.366
Spring 2020,BIOL,3397,1,Selected Topics in Biology,Sirrieh,Rita Evelyn,18,0,0,0,0,0,0,3.72
Spring 2020,BIOL,1162,20,Intro To Biol Science Lab 2,Medrano,Ana I,18,2,0,0,0,2,1,3.515
Spring 2020,BIOL,1162,29,Intro To Biol Science Lab 2,Medrano,Ana I,18,2,0,0,0,2,1,3.363
Spring 2020,BIOL,4206,1,Ecology & Evolution Laboratory,Cheek,Ann Oliver,18,4,1,0,0,0,0,3.753
Spring 2020,BIOL,3341,1,Human Genetics,Chen,Li,18,17,3,0,0,19,0,2.236
Spring 2020,BIOL,1162,19,Intro To Biol Science Lab 2,Medrano,Ana I,19,1,0,0,0,1,0,3.449
Spring 2020,BIOL,1162,10,Intro To Biol Science Lab 2,Medrano,Ana I,19,2,1,0,0,2,0,3.514
Spring 2020,BIOL,1162,11,Intro To Biol Science Lab 2,Medrano,Ana I,19,2,0,0,0,2,0,3.403
Spring 2020,BIOL,1162,28,Intro To Biol Science Lab 2,Medrano,Ana I,19,2,0,0,0,2,0,3.565
Spring 2020,BIOL,1162,17,Intro To Biol Science Lab 2,Medrano,Ana I,20,0,0,0,0,2,0,3.636
Spring 2020,BIOL,1162,4,Intro To Biol Science Lab 2,Medrano,Ana I,20,1,0,0,0,3,0,3.445
Spring 2020,BIOL,1162,31,Intro To Biol Science Lab 2,Medrano,Ana I,20,2,0,0,0,2,0,3.597
Spring 2020,BIOL,1162,40,Intro To Biol Science Lab 2,Medrano,Ana I,20,2,0,0,0,2,0,3.583
Spring 2020,BIOL,1162,5,Intro To Biol Science Lab 2,Medrano,Ana I,21,0,0,0,0,3,0,3.473
Spring 2020,BIOL,6315,1,Neuroscience,O'Bryant,Zaven Keith,21,1,0,0,0,0,0,3.955
Spring 2020,BIOL,1162,23,Intro To Biol Science Lab 2,Medrano,Ana I,21,2,0,0,0,0,0,3.764
Spring 2020,BIOL,1162,30,Intro To Biol Science Lab 2,Medrano,Ana I,21,2,0,0,0,0,0,3.927
Spring 2020,BIOL,1362,9,Intro To Biological Science 2,Sirrieh,Rita Evelyn,21,9,1,0,0,1,1,3.48
Spring 2020,BIOL,1162,1,Intro To Biol Science Lab 2,Medrano,Ana I,22,1,0,0,0,0,1,3.957
Spring 2020,BIOL,1162,21,Intro To Biol Science Lab 2,Medrano,Ana I,23,0,0,0,0,1,0,3.82
Spring 2020,BIOL,1162,41,Intro To Biol Science Lab 2,Medrano,Ana I,23,0,0,0,0,1,0,3.833
Spring 2020,BIOL,1162,24,Intro To Biol Science Lab 2,Medrano,Ana I,23,0,0,0,0,0,0,3.833
Spring 2020,BIOL,1197,2,Selected Topics in Biology,Ogletree-Hughes,Monique L,23,1,0,0,0,1,1,3.641
Spring 2020,BIOL,1162,16,Intro To Biol Science Lab 2,Medrano,Ana I,23,1,0,0,0,0,0,3.972
Spring 2020,BIOL,4384,1,Developmental Biology,Sater,Amy,23,11,0,0,0,2,1,3.369
Spring 2020,BIOL,1162,13,Intro To Biol Science Lab 2,Medrano,Ana I,24,0,0,0,0,0,0,3.986
Spring 2020,BIOL,1162,7,Intro To Biol Science Lab 2,Medrano,Ana I,24,0,0,0,0,0,0,3.973
Spring 2020,BIOL,1162,47,Intro To Biol Science Lab 2,Medrano,Ana I,24,0,0,0,0,0,0,3.931
Spring 2020,BIOL,3324,3,Human Physiology,Dryer,Stuart E,26,7,1,0,0,15,0,2.578
Spring 2020,BIOL,3341,2,Human Genetics,Feng,Qin,26,9,1,0,0,0,0,3.577
Spring 2020,BIOL,3311,2,Genetics Laboratory,de la Flor,Miguel Angel,26,29,3,0,0,14,1,2.653
Spring 2020,BIOL,1362,8,Intro To Biological Science 2,Cheek,Ann Oliver,29,3,1,0,0,1,0,3.726
Spring 2020,BIOL,4374,3,Cell Biology,Leming,Jenifer Beth,30,24,3,0,0,11,1,2.87
Spring 2020,BIOL,3324,2,Human Physiology,Wayne,Chad M,30,52,21,0,0,45,10,2.146
Spring 2020,BIOL,4374,6,Cell Biology,Rea,Michael A,38,32,1,0,0,35,0,2.315
Spring 2020,BIOL,1197,1,Selected Topics in Biology,Ogletree-Hughes,Monique L,42,3,0,0,0,2,0,3.694
Spring 2020,BIOL,3368,1,Ecology,Pennings,Steven C,42,27,3,0,0,19,0,2.773
Spring 2020,BIOL,3306,2,Evolutionary Biology,Frankino,William A,46,38,2,0,0,14,0,3.01
Spring 2020,BIOL,3306,2,Evolutionary Biology,Zufall,Rebecca A,46,38,2,0,0,14,0,3.01
Spring 2020,BIOL,1334,1,Human Anatomy and Physiology 1,Gill,Tejendra,58,180,22,0,0,99,8,2.201
Spring 2020,BIOL,4323,1,Immunology,Peng,Weiyi,60,13,0,0,0,1,3,3.739
Spring 2020,BIOL,3301,1,Genetics,Kelleher Meisel,Erin S,62,33,1,0,0,4,1,3.433
Spring 2020,BIOL,3301,1,Genetics,Lekven,Arne,62,33,1,0,0,4,1,3.433
Spring 2020,BIOL,4103,1,Integration Biol Knowledge,Wayne,Chad M,65,22,2,0,0,6,0,3.435
Spring 2020,BIOL,4103,2,Integration Biol Knowledge,Wayne,Chad M,68,17,0,0,0,5,1,3.517
Spring 2020,BIOL,3301,2,Genetics,Lekven,Arne,74,24,1,0,0,7,1,3.469
Spring 2020,BIOL,3301,2,Genetics,Kelleher Meisel,Erin S,74,24,1,0,0,7,1,3.469
Spring 2020,BIOL,3332,1,Elementary Microbiology,Knapp,Richard D,83,70,17,0,0,80,4,2.25
Spring 2020,BIOL,1344,2,Human Anatomy and Physiology 2,Ogletree-Hughes,Monique L,83,103,17,1,0,64,7,2.442
Spring 2020,BIOL,1362,3,Intro To Biological Science 2,Medrano,Ana I,91,62,18,0,1,62,5,2.365
Spring 2020,BIOL,3306,1,Evolutionary Biology,Zufall,Rebecca A,92,66,5,0,0,35,0,2.901
Spring 2020,BIOL,3306,1,Evolutionary Biology,Frankino,William A,92,66,5,0,0,35,0,2.901
Spring 2020,BIOL,4354,1,Endocrinology,Warner,Margaret,94,3,0,0,0,0,0,3.969
Spring 2020,BIOL,4315,1,Neuroscience,O'Bryant,Zaven Keith,97,15,0,0,0,0,1,3.866
Spring 2020,BIOL,1320,1,General Biology 2,Leming,Jenifer Beth,104,55,7,0,0,49,8,2.614
Spring 2020,BIOL,3332,2,Elementary Microbiology,Knapp,Richard D,113,103,19,0,0,55,3,2.675
Spring 2020,BIOL,1344,1,Human Anatomy and Physiology 2,Ogletree-Hughes,Monique L,116,92,20,0,0,46,7,2.771
Spring 2020,BIOL,1362,2,Intro To Biological Science 2,Cheek,Ann Oliver,147,71,5,0,0,46,1,2.846
Spring 2020,BIOL,1362,7,Intro To Biological Science 2,Farmer,Lisa M,151,69,9,1,0,45,3,2.967
Spring 2020,BIOL,1362,4,Intro To Biological Science 2,Farmer,Lisa M,155,71,8,0,0,39,3,3.033
Spring 2020,BIOL,1362,1,Intro To Biological Science 2,Leming,Jenifer Beth,157,70,11,0,0,29,3,3.086
Spring 2020,BTEC,3320,30,Intro to QA/QC in BTEC,Flavier,Albert B,2,8,4,0,0,7,0,1.968
Spring 2020,BTEC,3301,30,Genomics/Proteomics & Bioinfo.,Flavier,Albert B,2,8,4,0,0,16,0,1.301
Spring 2020,BTEC,1322,30,Introduction to Biotechnology,Ganapathy,Sivakumar,4,6,4,0,0,13,1,1.448
Spring 2020,BTEC,4319,30,Microbial Biotechnology,Flavier,Albert B,6,6,3,1,0,19,1,1.351
Spring 2020,BTEC,3302,30,Molecular Genetics and Biotech,Ganapathy,Sivakumar,6,19,3,0,0,20,1,1.782
Spring 2020,BTEC,3100,30,Biotech Research Methods,Iyer,Rupa S,10,8,1,0,0,0,0,3.474
Spring 2020,BTEC,1322,1,Introduction to Biotechnology,Balan,Venkatesh,10,12,1,0,0,11,2,2.158
Spring 2020,BTEC,3317,30,Biotech Regulatory Environment,Flavier,Albert B,12,13,3,0,0,26,1,1.637
Spring 2020,BTEC,4101,30,Principle of Bioprocessing Lab,Iyer,Rupa S,17,10,1,0,0,2,0,3.322
Spring 2020,BTEC,3321,30,Good Manufacturing Practices,Black,Ryan W.,21,11,0,0,0,5,0,3.027
Spring 2020,BTEC,4301,30,Principles of Bioprocessing,Iken,Brian N,27,2,0,0,0,1,0,3.767
Spring 2020,BTEC,4350,30,Biotech Capstone Experience,Iken,Brian N,38,0,0,0,0,2,1,3.759
Spring 2020,BZAN,3310,1,Intro to Business Analytics,Chin,Wynne W,11,4,0,0,0,9,0,2.333
Spring 2020,BZAN,6355,1,Adv Programming-Big Data Anlyt,Ma,Xiao,12,3,0,0,0,3,0,2.983
Spring 2020,BZAN,6354,1,DB Mgmt Infrstrctr & Architec,Grimes,George M,13,4,1,0,0,2,0,3.3
Spring 2020,BZAN,6351,1,Basic Prog for Busi Analytics,Hou,Jinghui,14,1,0,0,0,1,0,3.708
Spring 2020,BZAN,7320,2,Bus Modeling For Comp Adv,Chin,Wynne W,15,2,1,0,0,2,0,3.351
Spring 2020,BZAN,7320,1,Bus Modeling For Comp Adv,Hess,James D,18,8,0,0,0,0,0,3.692
Spring 2020,BZAN,6310,3,Quant Analysis for Busn Dec,Johnson,Norman A.,23,13,0,0,0,5,0,3.155
Spring 2020,BZAN,6310,2,Quant Analysis for Busn Dec,Hou,Jinghui,25,5,0,0,0,1,0,3.604
Spring 2020,CCS,2350,1,Perspectives Cultural Studies,Maldonado,Victoria Arrow,12,13,3,0,0,7,2,2.514
Spring 2020,CHEE,2331,1,Chemical Processes,Henderson,Jerrod A,5,10,3,0,0,27,4,0.872
Spring 2020,CHEE,3363,2,Fluid Mechanics for Chem Engrs,Sakhaee Pour,Ahmad,6,5,0,0,0,0,0,3.545
Spring 2020,CHEE,3363,1,Fluid Mechanics for Chem Engrs,Malamataris,Nikolaos,7,7,0,0,0,15,1,1.69
Spring 2020,CHEE,2332,1,Chem Engr Thermodyn I,Fleischer,Miguel T,8,6,0,0,0,16,0,0.974
Spring 2020,CHEE,3321,2,Analytical Methods Chem Engr,Palmer,Jeremy,11,1,0,0,0,1,0,3.334
Spring 2020,CHEE,3333,1,Chem Engr Thermodyn II,Vekilov,Peter,11,6,0,0,0,10,0,2.309
Spring 2020,CHEE,6322,1,Tops in Colloid & Interfac Sci,Rimer,Jeffrey,12,0,0,0,0,0,0,3.945
Spring 2020,CHEE,3334,1,Stat/Num Tchqs for Chem Engrs,Willson,Richard,12,7,1,0,0,8,0,2.512
Spring 2020,CHEE,3466,1,Bio & Physical Chemistry,Varadarajan,Navin,15,12,1,0,0,32,0,1.628
Spring 2020,CHEE,6367,1,Advanced Proc Control,Nikolaou,Michael,16,0,0,0,0,0,0,4
Spring 2020,CHEE,6360,1,Biomolecular Engr Fundamentals,Orman,Mehmet,17,1,0,0,0,0,0,3.853
Spring 2020,CHEE,3367,1,Process Modeling and Control,Kaspar,Michael,19,15,1,0,0,13,1,2.549
Spring 2020,CHEE,3321,1,Analytical Methods Chem Engr,Palmer,Jeremy,20,7,0,0,0,5,1,3.011
Spring 2020,CHEE,6365,1,Fund of Catalysis,Grabow,Lars C,26,0,0,0,0,3,0,3.401
Spring 2020,CHEE,7397,1,Selected Topics,Karim,Alamgir,26,0,0,0,0,0,0,3.962
Spring 2020,CHEE,4322,1,Chemical Engineering Design II,Fleischer,Miguel T,26,15,0,0,0,3,0,3.394
Spring 2020,CHEE,4361,1,Chm Engr Practices,Cirino,Patrick C,27,7,0,0,0,3,0,3.433
Spring 2020,CHEE,4322,2,Chemical Engineering Design II,Fleischer,Miguel T,27,13,0,0,0,3,0,3.396
